游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Murder Miners,"独立,动作,多人,第一人称射击,僵尸,射击,沙盒,第一人称视角,休闲,合作,建造,科幻,竞技场射击,玩家对战,体素,竞技,团队导向,跑酷,控制器,好评原声音轨",JForce Games,JForce Games,15,PC,多人,否,"1,742"
EastwoodVR,"抢先体验,模拟,动作,独立,虚拟现实",RAV3 Interactive,RAV3 Interactive,18,PC,单人,否,"1,741"
Gold Rush! 2,"冒险,独立,策略",Sunlight Games,Sunlight Games,39,PC,单人,否,"1,741"
战争召唤,"策略,动作,多人,军事,即时战略,射击,战争,第一人称视角,战术,模拟,即时,免费,第一人称射击,单人,现代,合作,拟真,第三人称视角,抢先体验,独立",Digitalmindsoft,Digitalmindsoft,49,PC,多人,是,"1,741"
东方故事：太阳升起,"休闲,独立,三消,解谜",Green Sauce Games,Green Sauce Games,36,PC,单人,否,"1,739"
表弟熊的午夜恐惧,"抢先体验,独立,血腥,暴力,冒险,色情内容",2B_GAMES,2B_GAMES,11,PC,单人,否,"1,738"
都市运输2,"模拟,策略,管理,城市营造,交通运输,沙盒,经济,建造,单人,火车,多人,合作,大师级",Colossal Order Ltd.,Paradox Interactive,68,PC,单人,否,"1,736"
崩溃大陆,"冒险,开放世界,制作,角色扮演,开放世界生存制作,独立,动作,生存,沙盒,欢乐,单人,喜剧,二维,多人,动作角色扮演,女性主角,合作,剧情丰富,触控,纵轴",Butterscotch Shenanigans,Butterscotch Shenanigans,36,PC,单人,是,"1,735"
艾文殖民地,"殖民模拟,策略,城市营造,模拟,科幻,独立,基地建设,太空,单人,生存",Mothership Entertainment LLC,Team17 Digital Ltd,149,PC,单人,是,"1,735"
Where's My Helmet?,"动作,独立,冒险,策略,平台游戏",Mega Boss Game Studio,Mega Boss Game Studio,6,PC,单人,否,"1,733"
Clicker Guild,"免费,轻游戏,休闲",Fox Dawn,Fox Dawn,免费开玩,PC,单人,否,"1,731"
Ziggy's Chase,"独立,休闲,动作,冒险,虚拟现实",phime studio LLC,phime studio LLC,22,PC,单人,否,"1,731"
XERA：生存,"生存,动作,开放世界,大型多人在线,抢先体验,第一人称射击,独立,冒险,多人,模拟,射击,策略,玩家对战,第一人称视角,暴力,第三人称射击,合作,快节奏,PvE,单人",Spotted Kiwi Interactive,Spotted Kiwi Interactive,49,PC,大型多人在线,是,"1,728"
Medieval Defenders,"策略,休闲,塔防",Creobit,8Floor,22,PC,单人,否,"1,726"
Little Walker,"独立,休闲,冒险,动作,平台游戏,像素图形",Blake Fix,Blake Fix,18,PC,单人,否,"1,726"
三个数字,"独立,休闲,解谜,极简主义",Cleverweek,Cleverweek,11,PC,单人,否,"1,725"
Simple Ball: Extended Edition,"休闲,独立",Antizero company,Antizero company,11,PC,单人,否,"1,724"
小小噩梦,"恐怖,氛围,冒险,黑暗,单人,平台解谜,解谜,独立,潜行,平台游戏,剧情丰富,好评原声音轨,心理恐怖,短片,女性主角,生存恐怖,第三人称视角,伪3D,策略,动作",Tarsier Studios,BANDAI NAMCO Entertainment,168,PC,单人,否,"1,724"
JumpBall,"独立,休闲,体育",André Bertaglia,André Bertaglia,15,PC,单人,否,"1,722"
Starwalker,"抢先体验,角色扮演",MP Game Studios,MP Game Studios,11,PC,单人,否,"1,722"
Throne Rushers,"动作,独立",Quiquopro Games,Quiquopro Games,6,PC,单人,否,"1,722"
桥梁工程师传送门,"策略,解谜,模拟,物理,建造,单人,二维,喜剧,困难,关卡编辑,科幻,休闲,独立,伪3D,沙盒,欢乐,阖家,游戏工坊,教育,心理恐怖",ClockStone,"Headup,Whisper Games",37,PC,单人,是,"1,720"
SolarGun,"独立,休闲,平台解谜,科幻,短片,第一人称视角",Mechanical Boss,Mechanical Boss,6,PC,单人,是,"1,720"
战锤：混沌祸根,"角色扮演,冒险,动作,砍杀,动作角色扮演,合作,奇幻,游戏工坊,暴力,等角,黑暗奇幻,战争,本地合作,寻宝,彩色,迷宫探索,历史,单人",Eko Software,Bigben Interactive,199,PC,合作,是,"1,719"
Cell to Singularity - Evolution Never Ends,"轻游戏,免费,模拟,科学,休闲,抢先体验,历史,教育,单人,懒人游戏",Computer Lunch,Computer Lunch,免费开玩,PC,单人,是,"1,717"
Survive the Nights,"开放世界生存制作,生存,冒险,僵尸,大型多人在线,动作,开放世界,独立,抢先体验,多人,模拟,角色扮演,制作,沙盒,末日,暴力,血腥,合作,第一人称射击,氛围",a2z Interactive,a2z Interactive,80,PC,大型多人在线,否,"1,716"
Head Shot,"抢先体验,独立,休闲,动作,冒险,第一人称射击,多人,射击,第一人称视角,恐怖",Indie Game Group,Indie Game Group,11,PC,多人,否,"1,715"
植物大战农夫,"动作,独立,光明会,射击,心理恐怖",Anvate Games,Anvate Games,6,PC,单人,否,"1,711"
中世纪2：全面战争王国,"策略,中世纪,历史,大战略,单人,多人,可模组化,即时战略,回合战略,回合制,战争,经典,大师级,好评原声音轨","The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",112,PC,单人,否,"1,709"
黑色幸存者,"免费,生存,策略,动漫,独立,大逃杀,多人,裸露,玩家对战,制作,角色扮演,冒险,抢先体验,单人,心理恐怖,恐怖,多人在线战术竞技,色情内容",Nimble Neuron,Nimble Neuron,免费开玩,PC,多人,是,"1,708"
TurnSignal,"实用工具,软件培训,虚拟现实",Ben Otter,Otter-Co,免费,PC,其他,否,"1,707"
像素迷城2：宇宙,"休闲,独立,模拟,解谜,策略,太空",DL Softworks,The Digital Puzzle Company,22,PC,单人,否,"1,707"
完美特工,"策略,战术,独立,喜剧,回合制战斗,回合制战术,回合战略",Chaos Industries,KISS ltd,11,PC,单人,否,"1,706"
终极漫画英雄VS卡普空3,"格斗,动作,2D 格斗,超級英雄,多人,街机,漫画,竞技,好评原声音轨,动漫,伪3D,本地多人,清版动作","CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",95,PC,多人,否,"1,706"
Flat Path,"独立,休闲,解谜",GooDCrafter,GooDCrafter,6,PC,单人,否,"1,705"
ANKI,"独立,休闲,动作,冒险,平台游戏",Wojciech Krupinski,KrupinskiArt,6,PC,单人,否,"1,703"
极度恐慌3,"第一人称射击,恐怖,合作,动作,多人,射击,单人,第一人称视角,血腥,在线合作,子弹时间,科幻,冒险,僵尸,氛围,剧情丰富,合作战役,机甲世界,大师级,控制器",Day 1 Studios,Warner Bros. Interactive Entertainment,68,PC,合作,否,"1,703"
霸王2,"角色扮演,恶人主角,奇幻,单人,欢乐,喜剧,第三人称视角,动作,魔法,冒险,动作角色扮演,策略,黑色幽默,黑暗奇幻,开放世界,动作冒险,大师级,解谜,多人,氛围","Triumph Studios,Virtual Programming",Codemasters,36,PC,单人,否,"1,702"
爆火,"动作,第一人称射击,免费,射击,多人,独立,战术,在线合作,第一人称视角,抢先体验,策略",Nacho Games,Nacho Games,,PC,多人,否,"1,699"
千钧一发,"独立,解谜,休闲",Paul Marrable,Funbox Media Ltd,15,PC,单人,否,"1,699"
Source Filmmaker,"动画制作和建模,视频制作,免费,软件,电影,沙盒,困难,欢乐,动作,喜剧,单人,可模组化,角色定制,网红,恐怖,多人,动漫,第一人称视角,制作,好评原声音轨",Valve,Valve,,PC,单人,否,"1,698"
Zup! Zero 2,"独立,休闲,解谜,单人,物理,极简主义,二维,放松,快节奏,可爱",Quiet River,Quiet River,6,PC,单人,是,"1,698"
铁皮男孩,"独立,休闲,平台解谜,困难,单人",Interactive Stone,Interactive Stone,11,PC,单人,是,"1,697"
真实阳光,"独立,冒险,RPG制作大师,黑暗,单人,剧情丰富,短片,视觉小说,像素图形",WZOGI,WZOGI,21,PC,单人,是,"1,696"
Hurricane,"冒险,抢先体验,动作,大型多人在线,角色扮演,独立,开放世界,合作,生存",Because I Can,Because I Can,6,PC,大型多人在线,否,"1,696"
荒野八人组,"生存,开放世界生存制作,多人,开放世界,冒险,制作,合作,在线合作,沙盒,独立,动作,角色扮演,氛围,单人,模拟,生存恐怖,困难,策略,恐怖,抢先体验",HypeTrain Digital,HypeTrain Digital,58,PC,多人,是,"1,696"
西娅：觉醒,"策略,回合制,角色扮演,生存,回合战略,奇幻,卡牌游戏,独立,4X,单人,制作,黑暗奇幻,六角格棋盘,重玩价值,选择取向,资源管理,类Rogue,合作,神话,抢先体验",MuHa Games,MuHa Games,99,PC,单人,否,"1,696"
脑叶公司｜模拟怪物管理,"管理,模拟,困难,恐怖,独立,好评原声音轨,剧情丰富,血腥,策略,心理恐怖,二维,可爱,单人,动漫,洛夫克拉夫特式,类Rogue,即时战略,轻度 Rogue,氛围,抢先体验",ProjectMoon,ProjectMoon,80,PC,单人,是,"1,695"
SecondSpeed,"动作,独立,体育,冒险,模拟",Quiquopro Games,Quiquopro Games,11,PC,单人,否,"1,694"
商人怪谈,"策略,贸易,模拟,角色扮演,冒险,独立,奇幻",Forever Entertainment S. A.,Forever Entertainment S. A.,48,PC,单人,否,"1,694"
Tarim: Guardians,"动作,冒险,休闲,角色扮演,二维",Dosane Games,Akim Games,6,PC,单人,否,"1,694"
深海远航,"沙盒,建造,策略,开放世界,海军,动作,多人,冒险,模拟,抢先体验,战争,制作,物理,独立,角色扮演,单人,体素,太空,合作,射击",Brilliant Skies Ltd.,Brilliant Skies Ltd.,70,PC,多人,否,"1,692"
钢铁之师2,"策略,独立,二战,军事,即时战略,战争,单人,模拟,动作,多人,历史,拟真,战术,合作,回合战略,即时含暂停,可模组化,重玩价值,免费",Eugen Systems,Eugen Systems,139,PC,单人,是,"1,692"
Guild Quest,"免费,策略,休闲,模拟,抢先体验,角色扮演,独立,多人,轻游戏,单人,冒险,动作,卡牌游戏,建造,二维,欢乐",Hyper Hippo Games,Hyper Hippo Games,免费开玩,PC,多人,否,"1,691"
拯救家园,"动作,独立,模拟,冒险,策略",BadWolf Games,BadWolf Games,28,PC,单人,否,"1,690"
Alice's Patchwork,"休闲,解谜",Creobit,8Floor,22,PC,单人,否,"1,690"
米莉,"休闲,独立,动作,解谜,可爱,街机,冒险,纵轴,阖家,单人,女性主角",Forever Entertainment S. A.,Forever Entertainment S. A.,18,PC,单人,是,"1,689"
圣女战旗,"策略,角色扮演,独立,回合战略,女性主角,动漫,裸露,色情内容,日系角色扮演,战术角色扮演,回合制战术",Azure Flame Studio,CE-Asia,68,PC,单人,是,"1,689"
地牢传奇,"动作类 Rogue,类Rogue,独立,角色扮演,迷宫探索,本地合作,像素图形,动作,永久死亡,程序生成,4人本地,轻度 Rogue,单人,奇幻,困难,本地多人,虚拟现实,合作,多人,Kickstarter",Robot Loves Kitty,Robot Loves Kitty,36,PC,本地合作,否,"1,688"
黑客进化,"模拟,黑客,解谜,单人",exosyphen studios,exosyphen studios,6,PC,单人,否,"1,688"
范海辛的奇妙冒险2,"角色扮演,动作,冒险,砍杀,动作角色扮演,独立,合作,蒸汽朋克,多人,单人,迷宫探索,等角,奇幻,吸血鬼,第三人称视角,寻宝,黑暗奇幻,大师级,塔防,控制器",NeocoreGames,NeocoreGames,48,PC,合作,否,"1,688"
Conclusion,"独立,休闲,冒险,步行模拟",Tomadeira,Tomadeira,11,PC,单人,否,"1,687"
玩具熊的五夜后宫2,"恐怖,单人,生存恐怖,机器人,心理恐怖,困难,第一人称视角,黑暗,独立,生存,指向 &amp; 点击,策略,氛围,剧情丰富,悬疑,快节奏,资源管理,历史,永久死亡,冒险",Scott Cawthon,Scott Cawthon,32,PC,单人,否,"1,686"
GOD's DEATH,"角色扮演,独立,RPG制作大师",Marco Tancredi,Marco Tancredi,18,PC,单人,否,"1,685"
Once in Yaissor,"独立,冒险,剧情丰富,网红,视觉小说,暴力",Valera Entertainment,Valera Entertainment,6,PC,单人,否,"1,684"
Revenge of Roger Rouge,"动作,独立,休闲,冒险,模拟,射击,横向滚屏,怀旧,氛围,好评原声音轨,战争,中世纪,清版动作,清版射击,海盗",Trazzy Entertainment,Trazzy Entertainment,6,PC,单人,否,"1,683"
地精公司,"桌游,策略,卡牌游戏,多人,回合制,蒸汽朋克,独立,回合战略,重玩价值,二维,单人,风格化,氛围,奇幻,竞技,桌上游戏,好评原声音轨,政治,抢先体验,喜剧","Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",The Merchant Guild of Rund (Limited),68,PC,多人,是,"1,683"
我和夜之间,"冒险,怀旧,非主流经典,指向 &amp; 点击,单人,好评原声音轨,90 年代,经典,解谜",RainDance LX,RainDance LX,22,PC,单人,否,"1,681"
边境制造者,"建造,沙盒,多人,乐高,毁灭,驾驶,物理,飞行,竞速,开放世界,冒险,动作,模拟,独立,抢先体验,单人,欢乐,阖家,生存,汽车模拟",Flashbulb,Flashbulb,80,PC,多人,是,"1,680"
梦陨新章,"冒险,剧情丰富,氛围,奇幻,女性主角,赛博朋克,选择取向,单人,第三人称视角,指向 &amp; 点击,好评原声音轨,剧集,未来,Kickstarter,科幻,自选历险体验,探索,大师级,独立,步行模拟",Red Thread Games,Red Thread Games,78,PC,单人,否,"1,679"
漩涡迷雾,"角色扮演,策略,冒险,回合制战斗,动漫,轻度 Rogue,回合制,迷宫探索,日系角色扮演,类Rogue,可爱","KRAFTON, Inc.","KRAFTON, Inc.",100,PC,单人,是,"1,679"
终极将军：内战,"策略,战争,历史,即时战略,模拟,战术,独立,战争游戏,美国,军事,多人,单人,即时战术,桌上游戏,开放世界,拟真,氛围,抢先体验,大战略,回合战略",Game-Labs,Game-Labs,99,PC,多人,是,"1,678"
The Bizarre Creations of Keith the Magnificent,"冒险,独立,指向 &amp; 点击,恐怖",NedoStudio,NedoStudio,6,PC,单人,否,"1,676"
Drayt Empire,"独立,角色扮演,RPG制作大师",RPG Video,Back To Basics Gaming,6,PC,单人,否,"1,676"
Polterheist,"动作,独立,模拟,恐怖,生存,潜行,氛围,单人,困难,冒险,重玩价值,物理,探索",BisquitPlay,BisquitPlay,21,PC,单人,否,"1,676"
Kings under the hill,"独立,策略,像素图形,单人,即时战略,氛围,重玩价值,角色定制",Ilya Gubin,Ilya Gubin,11,PC,单人,否,"1,676"
超火爆摔角世界,"模拟,体育,摔角,角色定制,多人,二维,怀旧,格斗,抢先体验","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",90,PC,多人,否,"1,675"
防御阵型：觉醒,"塔防,策略,科幻,独立,单人,外星人,未来,欲罢不能,大师级,触控,重玩价值,冒险,控制器,动作",Hidden Path Entertainment,Hidden Path Entertainment,37,PC,单人,否,"1,674"
乙金战争,"科幻,策略,即时战略,多人,太空,4X,单人,动作",Tindalos Interactive,Focus Home Interactive,38,PC,多人,否,"1,672"
Father´s Island,"独立,冒险,恐怖,喜剧,心理恐怖,黑色喜剧",Homegrown Games,Homegrown Games - a HRMC Label,21,PC,单人,否,"1,671"
呼吸边缘,"开放世界生存制作,生存,太空,喜剧,制作,冒险,抢先体验,开放世界,单人,第一人称视角,探索,科幻,沙盒,氛围,独立,基地建设,动作,外星人,恐怖,第一人称射击",RedRuins Softworks,RedRuins Softworks,70,PC,单人,是,"1,665"
Finnish Roller,"独立,休闲,动作,冒险",Tero Lunkka,Tero Lunkka,6,PC,单人,否,"1,665"
Easy eSports,"实用工具,免费",EasyAntiCheat Ltd,EasyAntiCheat Ltd,免费,PC,其他,否,"1,665"
Deadlight,"僵尸,平台游戏,独立,动作,末日,冒险,氛围,横向滚屏,单人,跑酷,二维,生存,恐怖,伪3D,解谜,好评原声音轨,控制器,短片,剧情丰富,大师级","Tequila Works, S.L.",Xbox Game Studios,48,PC,单人,否,"1,663"
Stars Simulation,"抢先体验,模拟,独立,动作,冒险,虚拟现实",Just Amusing Myself Studios,Just Amusing Myself Studios,6,PC,单人,否,"1,662"
科瑞尔,"开放世界生存制作,沙盒,制作,角色扮演,冒险,二维,生存,独立,多人,动作,像素图形,建造,开放世界,合作,横向滚屏,可模组化,平台游戏,单人,网红,好评原声音轨",Siege Games,Siege Games,48,PC,多人,否,"1,662"
Alice's Patchworks 2,"休闲,独立,解谜",Creobit,8Floor,22,PC,单人,否,"1,659"
Wanda,"休闲,独立,解谜,角色扮演,好评原声音轨,RPG制作大师,氛围,剧情丰富,冒险,视觉小说",Kodots Games,KISS ltd,11,PC,单人,否,"1,658"
英雄传说：闪之轨迹2,"日系角色扮演,角色扮演,动漫,剧情丰富,好评原声音轨,单人,回合制,奇幻,机甲世界,爱情,冒险,回合制战斗",Nihon Falcom,"XSEED Games,Marvelous USA, Inc.",112,PC,单人,否,"1,658"
布莱特,"独立,动作,休闲,冒险,平台游戏,困难,像素图形",Dosane Games,Akim Games,6,PC,单人,否,"1,657"
Grass Cutter,"独立,动作,休闲,模拟,好评原声音轨,街机,单人,困难,像素图形,控制器,体素",Nikolai Usachev,USANIK STD,免费游玩,PC,单人,否,"1,656"
第六十公里,"视觉小说,独立,冒险,裸露,休闲,末日,单人,恐怖,心理恐怖,色情内容,氛围,剧情丰富,选择取向,动漫,抢先体验,自选历险体验,网红,僵尸,成人,多结局",Talentplace,KishMish Games,6,PC,单人,否,"1,656"
Bunker 58,"动作,独立,冒险,恐怖,生存",Acuze Interactives,Acuze Interactives,11,PC,单人,否,"1,654"
荣誉勋章,"第一人称射击,动作,射击,军事,单人,多人,第一人称视角,战争,现代,拟真,美国,单线剧情,合作,成人,潜行,控制器,大师级,开放世界,氛围,策略",Electronic Arts,Electronic Arts,99,PC,单人,否,"1,654"
Galactic Landing,"抢先体验,休闲,模拟,独立,策略,动作",Kobra Studio,Kobra Studio,11,PC,单人,否,"1,653"
Pizza Connection 3,"策略,模拟,管理,经济,建造,经典,单人,独立,困难,沙盒,卡通化,怀旧,多人",Gentlymad Studios,Assemble Entertainment,80,PC,单人,是,"1,652"
Escape This,"休闲,独立,策略,解谜",Four Winged Studio,Four Winged Studio,6,PC,单人,否,"1,651"
Axis Football 2015,"体育,足球/美式足球,单人,本地多人,策略,战术,欲罢不能,管理,模拟,多人",Axis Games,Axis Games,48,PC,单人,否,"1,651"
扔孩子,"独立,解谜,平台游戏,可爱,冒险,平台解谜,二维,怀旧,单人,阖家,女性主角,限时,像素图形,动作,关卡编辑",Kyle Pulver,Kyle Pulver,31,PC,单人,否,"1,649"
孤独K.W,"冒险,独立,恐怖",TeamWaterFly,TeamWaterFly,6,PC,单人,否,"1,648"
山,"模拟,独立,休闲,放松,单人,大师级,好评原声音轨,创世神,唯美,试验性,太空,自然,音乐,程序生成,角色扮演,拟真,第三人称视角,困难,欢乐,情境",David OReilly,"Double Fine Presents,David OReilly",8,PC,单人,是,"1,648"
幽港迷城,"角色扮演,桌上游戏,策略,冒险,桌游,迷宫探索,回合制,回合战略,回合制战术,抢先体验,卡牌游戏,单人,六角格棋盘,奇幻,重玩价值,困难,类Rogue,黑暗奇幻,合作,好评原声音轨",Flaming Fowl Studios,Asmodee Digital,80,PC,单人,否,"1,644"
终结将至,"精确平台,平台游戏,独立,困难,冒险,好评原声音轨,单人,动作,二维,像素图形,黑暗,末日,欢乐,网红,氛围,黑暗奇幻","Edmund McMillen,Tyler Glaiel","Edmund McMillen,Tyler Glaiel",48,PC,单人,否,"1,643"
墨西哥英雄大混战！黄金版,"类银河战士恶魔城,平台游戏,动作,独立,清版动作,本地合作,二维,冒险,喜剧,网红,彩色,欢乐,格斗,好评原声音轨,探索,合作,单人,控制器,横向滚屏,本地多人",DrinkBox Studios,DrinkBox Studios,50,PC,本地合作,否,"1,643"
墨西哥英雄大混战！黄金版,"类银河战士恶魔城,平台游戏,动作,独立,清版动作,本地合作,二维,冒险,喜剧,网红,彩色,欢乐,格斗,好评原声音轨,探索,合作,单人,控制器,横向滚屏,本地多人",DrinkBox Studios,DrinkBox Studios,50,PC,本地合作,否,"1,643"
办公室战争,"独立,动作,暴力,欢乐,清版动作,单人,喜剧,快节奏,纵轴,武术,子弹时间",Black Lime Studio,Black Lime Studio,6,PC,单人,否,"1,638"
特大城市：白金版,"模拟,城市营造,策略,沙盒,管理,单人,经济,建造",Focus Home Interactive,Focus Home Interactive,38,PC,单人,否,"1,638"
粘土战机2,"动作,清版射击",Idigicon,KISS ltd,28,PC,单人,否,"1,638"
Showing Tonight: Mindhunters Incident,"休闲,冒险,隐藏物体,电影,指向 &amp; 点击",phime studio LLC,phime studio LLC,22,PC,单人,否,"1,637"
玩具熊的五夜后宫4,"恐怖,生存恐怖,单人,第一人称视角,机器人,黑暗,困难,指向 &amp; 点击,生存,心理恐怖,策略,独立,剧情丰富,氛围,动作,阖家,模拟,动画制作和建模,光明会,网红",Scott Cawthon,Scott Cawthon,32,PC,单人,否,"1,637"
红色警戒3：起义时刻,"策略,即时战略,基地建设,单人,多人,战争,科幻,动作,架空,全动态影像,合作,大师级,军事,经典",EA Los Angeles,Electronic Arts,99,PC,单人,否,"1,636"
我亲爱的陛下,"休闲,隐藏物体,冒险,独立,单人,欲罢不能",Alawar Dreamdale,Alawar Entertainment,6,PC,单人,否,"1,635"
我的朋友佩德罗,"动作,独立,暴力,射击,跑酷,子弹时间,血腥,好评原声音轨,单人,横向滚屏,平台游戏,欢乐,快节奏,喜剧,伪3D,鲜血,物理,二维,控制器,多人",DeadToast Entertainment,Devolver Digital,70,PC,单人,是,"1,635"
美国职业摔角联盟2K17,"体育,摔角,模拟,暴力,格斗,多人,动作,角色定制,单人","Visual Concepts,Yuke's Co., LTD",2K,174,PC,多人,否,"1,633"
最高指挥官2,"策略,即时战略,科幻,多人,机器人,基地建设,合作,单人,大战略,即时,动作,军事,战争,未来,战术,大师级,经典,沙盒,好评原声音轨",Gas Powered Games,Square Enix,5,PC,多人,否,"1,632"
冒险村传说（Tales of Legends）,"角色扮演,RPG制作大师",Gemini Stars Games,Gemini Stars Games,11,PC,单人,是,"1,631"
猴子塔防5,"塔防,策略,合作,阖家,动作,休闲,多人,单人,在线合作,欢乐,二维,彩色,沙盒,困难,重玩价值,好评原声音轨,生存,动漫,独立,心理恐怖",Ninja Kiwi,Ninja Kiwi,36,PC,合作,否,"1,630"
Introvert Quest,"休闲,冒险,角色扮演,独立,RPG制作大师",Amaterasu Software,Amaterasu Software,21,PC,单人,否,"1,630"
The Butterfly Sign: Human Error,"冒险,动作,独立","Quantum Phoenix Studio,Michail Romanov,Bogdan Rozymny,Denis Esie,Artem Lynev,Artur Samoylenko",Quantum Phoenix Studio,21,PC,单人,否,"1,627"
Hell Girls,"色情内容,动漫,裸露,三消,成人,解谜,角色扮演,独立,策略,冒险,女性主角,休闲,工作场所不宜,网红,单人,可爱,Hentai,心理恐怖,视觉小说",Athena Works,"Athena Works,SakuraGame",11,PC,单人,否,"1,627"
Mistwood Heroes,"独立,动作,冒险,角色扮演,休闲,RPG制作大师",Meepower,Meepower,6,PC,单人,否,"1,626"
Snake Party,"独立,竞速",Displacement Studios,Displacement Studios,6,PC,其他,否,"1,625"
侏儒花园,"休闲,策略,时间管理,资源管理,奇幻,管理","Workroom7,Creobit",8Floor,22,PC,单人,否,"1,624"
谋杀：灵魂疑犯,"推理,冒险,恐怖,悬疑,灵异,氛围,动作,单人,犯罪,剧情丰富,第三人称视角,黑色,大师级,解谜,开放世界,角色扮演,潜行,黑暗,步行模拟,指向 &amp; 点击",Airtight Games,Square Enix,110,PC,单人,否,"1,624"
矮人族游戏,"策略,休闲,城市营造,奇幻,建造,模拟,制作,单人",Zeal Game Studio,Paradox Interactive,36,PC,单人,否,"1,623"
喵咪斗恶龙,"冒险,角色扮演,猫,可爱,动作,砍杀,单人,独立,开放世界,动作角色扮演,寻宝,阖家,休闲,奇幻,欢乐,多人,龙,二维",The Gentlebros,PQube Limited,Cat Quest Demo,PC,单人,是,"1,622"
冥河：暗影大师,"潜行,奇幻,单人,冒险,动作,第三人称视角,角色扮演,暗杀,跑酷,蒸汽朋克,黑暗奇幻,氛围,魔法,剧情丰富,困难,开放世界,好评原声音轨,血腥,独立,大师级",Cyanide Studio,Cyanide Studio,98,PC,单人,否,"1,622"
重拾记忆,"独立,休闲,冒险,短片",Sometimes You,Sometimes You,6,PC,单人,否,"1,621"
切割,"休闲,独立,动作,打字,好评原声音轨",EGAMER,EGAMER,32,PC,单人,否,"1,619"
黑夜恐怖症,"独立,冒险,恐怖",Lightning Man Media,Lightning Man Media ,11,PC,单人,否,"1,619"
黑暗袭击,"独立,动作,暴力,血腥,恐怖,女性主角,单人,生存恐怖,心理恐怖,生存,解谜,垂直卷轴射击",Black Lime Studio,Black Lime Studio,6,PC,单人,否,"1,616"
东德情结：柏林墙,"政治模拟,模拟,策略,独立,冷战,架空,政治,政治性,历史",Kremlingames,Kremlingames,26,PC,单人,否,"1,616"
超级弹丸论破2：再见了绝望学园,"动漫,推理,视觉小说,悬疑,剧情丰富,好评原声音轨,单人,冒险,心理恐怖,黑色喜剧,恐怖,氛围,解谜,网红,黑暗,喜剧,恋爱模拟,欢乐,成人,步行模拟","Spike Chunsoft Co., Ltd.,Abstraction Games","Spike Chunsoft Co., Ltd.",68,PC,单人,否,"1,615"
Day D: Tower Rush,"策略,休闲,独立,塔防",Creobit,8Floor,33,PC,单人,否,"1,614"
Dwarflings,"冒险,独立,策略,角色扮演,旅鼠,平台解谜,战术,即时战术,二维",Starwind Games,Starwind Games,15,PC,单人,否,"1,613"
Dynamic,"独立,休闲,动作,冒险,平台游戏,外星人,超现实,回合制,街机,探索,二维,像素图形,怀旧,极简主义,好评原声音轨,科幻,故事架构丰富,蒸汽朋克,快节奏,建造",White Dog,White Dog,27,PC,单人,否,"1,613"
怒火飞车,"竞速,独立,单人",PiGravity,Back To Basics Gaming,6,PC,单人,否,"1,613"
Streng Check,"动作,独立,冒险",PPC,PPC,6,PC,单人,否,"1,613"
Pine,"动作,独立,冒险,角色扮演,模拟,开放世界,第三人称视角,单人,探索,动作冒险,奇幻,动作角色扮演,剧情丰富,氛围,彩色,好评原声音轨,平台游戏,可爱,自然,Kickstarter",Twirlbound,Kongregate,80,PC,单人,否,"1,612"
The Butterfly Sign,"冒险,动作,独立,推理,惊悚","Quantum Phoenix Studio,Michail Romanov,Bogdan Rozymny,Denis Esie,Artem Lynev,Artur Samoylenko",Quantum Phoenix Studio,21,PC,单人,否,"1,610"
热血物语：地下世界,"动作,清版动作,怀旧,独立,角色扮演,像素图形,动作角色扮演,PvE,玩家对战,竞技,开放世界,合作,在线合作,二维,卡通,本地合作,4人本地,本地多人,横向滚屏,好评原声音轨",Conatus Creative Inc.,Conatus Creative Inc.,68,PC,合作,是,"1,607"
Liveza: Death of the Earth,"冒险,独立,平台游戏",Nikita Nefedov,Sometimes You,15,PC,单人,否,"1,607"
王权,"选择取向,中世纪,卡牌游戏,独立,生活模拟,自选历险体验,单人,角色扮演,冒险,模拟,策略,休闲,喜剧,黑色幽默,奇幻,剧情丰富,欢乐,二维,好评原声音轨,困难",Nerial,Devolver Digital,15,PC,单人,是,"1,607"
大力神的十二个劳工2：克里特公牛,"休闲,策略,时间管理,单人,资源管理,神话,解谜,独立,二维,指向 &amp; 点击","Jetdogs Studios,Zoom Out Games",Jetdogs Studios,15,PC,单人,是,"1,606"
超级杀人蜂：复活,"独立,清版射击,弹幕射击,街机,单人",Flump Studios,Funbox Media Ltd,21,PC,单人,否,"1,606"
Biped,"休闲,冒险,动作,策略,合作,本地多人,解谜,欢乐,机器人,单人,3D,重玩价值,本地合作,平台解谜,多人,控制器,独立,跑酷,分屏,卡通化",NEXT Studios,"NEXT Studios,bilibili,META Publishing",58,PC,合作,是,"1,606"
洛克人11 命运的齿轮,"动作,平台游戏,经典,横向滚屏,单人,机器人,好评原声音轨,困难,伪3D,二维,冒险,怀旧,动漫,射击,科幻","CAPCOM CO., LTD.","CAPCOM CO., LTD.",162,PC,单人,是,"1,605"
