游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Stamp Boy,"独立,动作,休闲,冒险,平台游戏,怀旧,二维,像素图形,单人,游戏制作,可爱",sadimakegames,sadimakegames,9,PC,单人,是,5
BOMBERX,"独立,休闲,街机,玩家对战,角色定制,现代,第三人称视角,怀旧,单人,欲罢不能,彩色,多人,放松,抢先体验,控制器,80 年代,小游戏,经典,像素图形,格斗",Studio Inward,Studio Inward,11,PC,单人,否,5
Red Riding Hood - Star Crossed Lovers,"冒险,休闲,隐藏物体",Mzonestudio,Microids Indie,11,PC,单人,否,5
Arkane Rush,"独立,动作,冒险,动作类 Rogue,魔法,轻度 Rogue,程序生成,永久死亡,纵轴,困难",Mafu Games,Mafu Games,15,PC,单人,是,5
A Handful of Keflings,"模拟,虚拟现实,策略",NinjaBee,NinjaBee,70,PC,单人,否,5
Ballads of Reemus: When the Bed Bites,"冒险,独立,休闲,欢乐,喜剧,二维,卡通化,卡通,指向 &amp; 点击",ClickShake Games LLC,ClickShake Games LLC,22,PC,单人,否,5
Help Me Doctor,"休闲,冒险,独立,模拟,策略,欢乐",AngryAngelGames,IceTorch Interactive,37,PC,单人,否,5
Standpoint,"独立,动作,第一人称视角,解谜",Unruly Attractions,Unruly Attractions,36,PC,单人,否,5
Descent - Silence of Mind,"独立,冒险,解谜,恐怖,氛围,黑暗",LaboryStudio,MamilosClub,18,PC,单人,否,5
Hinterhalt 2,"动作,独立,血腥,第一人称射击",Felip Guimerà,FelGC.GamesDevelopment,22,PC,单人,否,5
Toy Story Mania,"休闲,阖家",Papaya Studio,Disney,70,PC,单人,否,5
Possession,"类Rogue,独立,角色扮演,迷宫探索,回合制,像素图形,二维,网格导向动作,永久死亡,传统类 Rogue,单人,程序生成,奇幻",Weirdfellows,Weirdfellows,36,PC,单人,否,5
Galactic Gallery,"独立,休闲,模拟,虚拟现实",Bearded Eye,Bearded Eye,22,PC,其他,否,5
Qybe,"休闲,动作,竞速,独立",Qrakhen,Qrakhen,免费游玩,PC,单人,否,5
Geoid,"动作,独立,休闲,平台游戏,3D 平台",Zen Relay Games,Zen Relay Games,37,PC,单人,否,5
Centralia: Homecoming,"独立,血腥,暴力,冒险,恐怖,心理,鲜血,生存,黑暗,生存恐怖,氛围,僵尸,单人,困难,心理恐怖,解谜,复古,经典,末日,开放世界",indie_games_studio,indie_games_studio,43,PC,单人,否,5
FIREGROUND,"动作,独立,模拟,大型多人在线,第一人称射击,射击,多人,战争,军事,战术,经典,在线合作,血腥",Fedorov Ilya &amp; Andrew Konovalov,Fedorov Ilya &amp;amp; Andrew Konovalov,18,PC,大型多人在线,否,5
Self-knowledge VR,"免费,独立,休闲,虚拟现实",Aerolito,Aerolito,免费开玩,PC,单人,否,5
Chess Puzzles,"策略,独立,休闲",Educational Games,Educational Games,11,PC,单人,否,5
She is Mermaid,"独立,视觉小说","COSEN,TALESSHOP",Narrator,39,PC,单人,是,5
UNTITLED,"独立,虚拟现实,解谜,物理,极简主义,休闲,抽象",Bean Boy Games,Bean Boy Games,22,PC,单人,是,5
Burst Fighter,"独立,动作,清版射击,弹幕射击",Magesoft,Magesoft,22,PC,单人,否,5
Portrait Wizard,"设计与插画,实用工具,游戏开发,抢先体验,独立,软件,角色扮演,像素图形",Kmany Design,Kmany Design,68,PC,其他,是,5
Go-Kart Racing,"汽车模拟,独立,竞速,体育,模拟",JDRumble,JDRumble,22,PC,单人,否,5
Saga of the Void: Admirals,"策略,虚拟现实,太空,即时战略",RowlesCorp Studios,Self-Published,31,PC,单人,否,5
RoboCritters,"动作,独立,策略,多人,4人本地,本地多人,阖家,毁灭,欢乐,卡通化,双摇杆射击,物理,生存",Curious Dimensions Ltd,Curious Dimensions Ltd,6,PC,多人,否,5
Vesta,"独立,冒险,解谜",FinalBoss Games,FinalBoss Games,37,PC,单人,否,5
ChainMan,"独立,动作,冒险,恐怖,虚拟现实",ouka-ichi-mon.inc,ouka-ichi-mon.inc,47,PC,单人,否,5
Albert Mort - Desert Heat,"动作,独立,暴力,血腥,第三人称射击,合作",TeeKoo Games Ltd,TeeKoo Games Ltd,22,PC,合作,否,5
Call of Bitcoin,"休闲,动作,独立,冒险",peevasseeq games,peevasseeq games,6,PC,单人,否,5
Secret of the Pendulum,"冒险,休闲,隐藏物体",GamesCafe,GamesCafe,31,PC,单人,是,5
MineSweep,"休闲,独立,策略",RewindApp,RewindApp,6,PC,单人,否,5
ConcPerfect 2017,"动作,独立,休闲,竞速","David Bohan,Jacob Alfaro,Nyles Avey,Wesley King",Swimdog Co.,6,PC,单人,否,5
Roomscale Tower,"动作,冒险,抢先体验,虚拟现实",DuplicatorStudio,DuplicatorStudio,49,PC,单人,否,5
Welcome to the Pool Hall,"休闲,体育",dualgm,dualgm,,PC,在线合作,否,5
Type Knight,"独立,打字,像素图形,教育,竞分,短片,单人,好评原声音轨,困难,氛围,唯美",chaikadev,chaikadev,18,PC,单人,否,5
Samsara,"独立,休闲,策略,解谜",JaffaJam,JaffaJam,50,PC,单人,是,5
Recourse,"平台解谜,解谜,独立,休闲,冒险,本地合作",Clouds and Blue,Clouds and Blue,Recourse Demo,PC,本地合作,否,5
Classic Fun Collection 5 in 1,休闲,3DDUO,"Fun4Family,Plug In Digital",20,PC,单人,否,5
Seek Love,"独立,冒险,休闲,策略",SUNYU Software,SUNYU Software,免费游玩,PC,单人,是,5
Radiant One,"冒险,休闲,角色扮演,独立,短片,剧情丰富,悬疑,氛围,步行模拟,恐怖,好评原声音轨,心理,欢乐,可爱,互动小说,纵轴,等角",Fntastic,Fntastic,15,PC,单人,是,5
The Sunny Day 晴天,"独立,冒险,RPG制作大师,女性主角",殇葵(K.),Ningbing Games,10,PC,单人,是,5
Jump with Friends,"独立,冒险,平台游戏,极简主义,横向滚屏,单人,困难,二维,怀旧,合作,本地多人,像素图形,在线合作",DoriTeam,BekkerDev Studio,15,PC,单人,否,5
The Chronicles of Noah's Ark,"休闲,独立,冒险,三消,好评原声音轨,剧情丰富",e-FunSoft Games,e-FunSoft Games,11,PC,单人,否,5
Colony 42?,"冒险,独立,第一人称视角,氛围,心理恐怖",Verdict Studios LLC,Verdict Studios LLC,免费,PC,单人,否,5
Dangerous Lands - Magic and RPG,"动作,独立,冒险,角色扮演",Fabio Cunha,Fabio Cunha,6,PC,单人,否,5
Cute Girls,"裸露,色情内容,模拟,休闲,独立,冒险,动作,Hentai,角色扮演,体育,动漫,策略,单人,女性主角,欢乐,竞速,大型多人在线,第一人称射击,视觉小说",Dance studio mix,Dance studio mix,18,PC,单人,否,5
Nightmare Of Melanie 梅兰妮的噩梦,"休闲,独立,角色扮演,模拟,冒险,策略,RPG制作大师,女性主角,恐怖",不公开,0Cube,17,PC,单人,是,5
Stay or Leave / 留离,"休闲,动作,独立,冒险,角色扮演,RPG制作大师",Silence Game,Silence Game,18,PC,单人,是,5
simian.interface++,"独立,休闲,解谜",vested interest,vested interest,11,PC,单人,否,5
Death Fungeon,"独立,冒险,像素图形,困难,怀旧,二维,平台解谜,解谜,氛围,休闲,单人,街机,好评原声音轨,物理,重玩价值,风格化,欲罢不能,平台游戏",Ritual Games,GrabTheGames,11,PC,单人,否,5
Deltaplan Simulator,"动作,冒险,独立,模拟",starmops,starmops,21,PC,单人,否,5
Chocolate,"独立,休闲,虚拟现实",Gentle Manhands,Viacom NEXT,15,PC,单人,否,5
干支セトラ　陽ノ巻,"角色扮演,独立,冒险,策略,动漫,恋爱模拟",七月九日,Starship Studio,43,PC,单人,是,5
祛魅·入灭（祛魅2） - Disenchantment Nirvana,"角色扮演,独立,裸露,RPG制作大师,回合制,像素图形,冒险,复古,动漫,单人,日系角色扮演,可爱,奇幻,迷宫探索,剧情丰富,故事架构丰富,剧情,工作场所不宜,女性主角,网红",LU QI,LU QI,24,PC,单人,是,5
Project Hastur,"策略,独立,塔防",Polymorphic Games,"Polymorphic Games,University of Idaho",22,PC,单人,否,5
Elizabeth Find M.D. - Diagnosis Mystery - Season 2,"休闲,隐藏物体","Gunnar Games, Inc.",Ziggurat,,PC,单人,否,5
Dog Jam,"休闲,独立,策略,牌组构建,卡牌游戏",D4 Laboratory,D4 Laboratory,12,PC,单人,是,5
Sacred Earth - Promise,"角色扮演,视觉小说,独立,日系角色扮演,女性主角,RPG制作大师","Sacred Star Team,MirageV",Sacred Star Team,43,PC,单人,否,5
Ben The Exorcist,"动作,冒险,独立,恐怖,喜剧,生存恐怖",Wraith Studio,Wraith Studio,25,PC,单人,否,5
猫肉「Cat Meat」,"休闲,独立,平台游戏,像素图形","2D Heroes,Ursa Games",2D Heroes,6,PC,单人,否,5
.fall,"动作,休闲,独立",Susami,Susami,34,PC,单人,是,5
Sleeping Dawn VR,"动作,冒险,独立,休闲,生存恐怖,程序生成,虚拟现实",Effimera Studio,Effimera Studio,32,PC,单人,否,5
Skyling: Garden Defense,"独立,休闲,动作","Mighty Studios, LLC","Mighty Studios, LLC",6,PC,单人,否,5
Second Death,"独立,冒险,角色扮演",Evan Wagstaff,Evan Wagstaff,15,PC,单人,否,5
Richy's Nightmares,"独立,冒险,二维,黑暗,单人,平台游戏,解谜,超现实,好评原声音轨,氛围,平台解谜,恐怖,困难",Unreal Gaming,Unreal Gaming,15,PC,单人,是,5
Rescue Team 6,"休闲,独立,冒险,时间管理,单人,欲罢不能,策略",Nova Ideas,Alawar Entertainment,28,PC,单人,否,5
CUR3D Maker Edition,"实用工具,教育,动画制作和建模,设计与插画,软件培训",RUHRSOURCE GmbH,RUHRSOURCE GmbH,138,PC,其他,是,5
Double Switch - 25th Anniversary Edition,"动作,全动态影像,怀旧,单人,冒险",Screaming Villains,Screaming Villains,50,PC,单人,否,5
Magic Farm 2: Fairy Lands (Premium Edition),"休闲,独立,时间管理",Meridian93 Studio,HH-Games,18,PC,单人,否,5
Study of Unusual: Forest of Secrets,"独立,休闲,模拟,策略,恐怖",EviceGames,EviceGames,22,PC,单人,否,5
Dark,"冒险,抢先体验,休闲,动作,角色扮演,虚拟现实",PotatoFaceGames,PotatoFaceGames,免费游玩,PC,单人,否,5
Bombing Quest,"动作,独立,角色扮演,抢先体验,蒸汽朋克,迷宫探索,控制器,黑暗奇幻,困难,单人,氛围,怀旧,剧情丰富,冒险,探索",Team Puh,Team Puh,50,PC,单人,否,5
Grim Tales: Bloody Mary Collector's Edition,"冒险,休闲,隐藏物体",Elephant Games,Big Fish Games,37,PC,单人,否,5
Surge,"独立,动作,冒险",Campus ADN 2017-2018,Campus ADN,免费,PC,单人,否,5
StarSmashers,"动作,冒险,策略,独立","Wayne Jackson,Jason Mallett,Colin Wren","War Hungry Games,KISS ltd",31,PC,单人,否,5
The Watchmaker,"独立,冒险,动作,解谜,3D 平台,平台解谜,平台游戏,时空操控,蒸汽朋克",Micropsia Games,1C Entertainment,50,PC,单人,否,5
Magic Encyclopedia: Moon Light,"冒险,休闲,独立,隐藏物体,指向 &amp; 点击,单人,欲罢不能",Vendel Games,Alawar Entertainment,28,PC,单人,否,5
Trap House,"动作,独立,二维,像素图形,好评原声音轨,合作,单人,控制器,关卡编辑,阖家,角色定制,清版动作,恐怖,休闲,街机,困难,竞技",Hive Mind Studios,Hive Mind Studios,36,PC,合作,否,5
Mystery Castle,"独立,冒险,动作,解谜,二维",Runestone Games Limited,Runestone Games Limited,36,PC,单人,否,5
Quiet Sleep,"独立,动作,抢先体验,冒险,大型多人在线,角色扮演,僵尸,多人,恐怖,末日,战争,射击,生存,合作,在线合作,生存恐怖,氛围,单人,奇幻,团队导向",White tail, White tail,6,PC,大型多人在线,否,5
Terra Feminarum,"动作,独立,清版射击,弹幕射击,动漫",Polar Night Games,Polar Night Games,6,PC,单人,否,5
The Journey Home,"免费,角色扮演,冒险,虚拟现实",Michael Chou,Michael Chou VR Lab,免费开玩,PC,单人,否,5
Paperback: The Game,"桌上游戏,休闲,桌游,文字游戏",Mark Fassett,Fowers Games,22,PC,单人,否,5
Heroland,"角色扮演,休闲,像素图形,怀旧,单人,日系角色扮演,剧情丰富,可爱,策略",FURYU Corporation,"XSEED Games,Marvelous USA, Inc.",116,PC,单人,否,5
How To Be A Real Dude,"独立,模拟,竞速,动作,冒险,开放世界,沙盒,氛围,喜剧,血腥,暴力,重玩价值,放松,单人,好评原声音轨,街机,射击,探索,第一人称视角,物理",Kiddy,Kiddy,22,PC,单人,否,5
Preston Sterling,"冒险,独立,休闲",Animation Arts Creative GmbH,Animation Arts Creative GmbH,15,PC,单人,否,5
Remembering Pearl Harbor,"教育,虚拟现实",Deluxe VR,LIFE VR,11,PC,其他,否,5
赛博司机 Cyber Driver,"汽车模拟,休闲,动作,独立,竞速,模拟,驾驶,赛博朋克,单人,氛围,科幻,奔跑,街机,飞行,快节奏,放松,控制器,重玩价值,程序生成,困难",Meng Games,Meng Games,6,PC,单人,是,5
Panda School Browser,"教育,软件培训,抢先体验,实用工具,阖家,软件,休闲",Wiseman Softworks,Wiseman Softworks,15,PC,其他,否,5
Grim Tales: The Vengeance Collector's Edition,"冒险,休闲,隐藏物体",Elephant Games,Big Fish Games,37,PC,单人,否,5
Circularity,"独立,休闲",Giorgi Abelashvili,Giorgi Abelashvili,6,PC,单人,否,5
Rashlander,"动作类 Rogue,动作,独立,街机,轻度 Rogue,怀旧,像素图形,物理,太空,好评原声音轨,困难,单人,经典,程序生成,竞分,控制器,80 年代,彩色,重玩价值,末日",Ryan Davis,Hitcents,18,PC,单人,否,5
Ayo: A Rain Tale,"独立,休闲,冒险,平台游戏,女性主角",Inkline Ltd.,Inkline Ltd.,36,PC,单人,否,5
Mass O' Kyzt,"动作,独立,休闲,冒险","AlexHoratio,Alex Carpenter","AlexHoratio,Alex Carpenter",11,PC,单人,否,5
Battle Crust,"动作,独立,清版射击",Picorinne Soft,Picorinne Soft,31,PC,单人,否,5
Broomball,"冒险,虚拟现实","Rushil Reddy,Priyam Parikh,Ken Watanabe",Broomball Inc.,免费,PC,单人,否,5
Lost Artifacts: Soulstone,"策略,休闲",GameOn Production,8floor,50,PC,单人,否,5
Norman's Great Illusion,"独立,政治模拟,模拟,冒险,像素图形,政治性,政治,剧情丰富,氛围,资本主义,单人,选择取向,文字为基础,互动小说,重玩价值,非线性,多结局,试验性,二战",Civil Savages,Civil Savages,10,PC,单人,否,5
Grim Tales: Guest From The Future Collector's Edition,"冒险,休闲,隐藏物体",Elephant Games,Big Fish Games,37,PC,单人,否,5
Jetstream,"休闲,独立,单人,解谜,二维,回合制,逻辑,氛围,触控,极简主义,风格化,彩色,可爱,阖家,好评原声音轨,放松,设计与插画,唯美,策略,困难",Clockwork Acorn,Noodlecake Studios Inc.,37,PC,单人,是,5
Super gamebear with its three girlfriends你想知道关于超级喜欢游戏的一头黑色矮小的游戏熊是如何与它的“三个后宫团女朋友”购买到GBC游戏机的吗？,"休闲,独立,冒险,角色扮演,策略,RPG制作大师,单人,怀旧,女性主角,多结局,选择取向,可爱,重玩价值,卡通,街机,好评原声音轨,奇幻,放松,解谜,音乐",您的专属碧萝殿,NM$L GAMEs,14,PC,单人,是,5
Z.A.R.,"动作,射击,第一人称视角,第一人称射击,经典",Maddox Games,Nightdive Studios,25,PC,单人,否,5
Deep Diving Simulator,"模拟,休闲,独立,体育,自然,水底",Jujubee S.A.,Jujubee S.A.,70,PC,单人,是,5
Crazy Critters - Combat Cats,"独立,抢先体验,休闲,动作,大型多人在线",Aligned Games,Aligned Games,6,PC,大型多人在线,否,5
Wild Glory,"独立,动作,本地多人,像素图形,本地合作,4人本地",Manalith Studios,LAJE Studio,15,PC,本地多人,否,5
Hailstorm VR,"动作,独立,抢先体验,虚拟现实,血腥,暴力,射击,第一人称视角,多人,竞技,竞技场射击,第一人称射击",SlimeQ,SlimeQ,Hailstorm Demo,PC,多人,否,5
Delila's Gift,"独立,虚拟现实",Cabbibo,Cabbibo,免费开玩,PC,单人,否,5
Sentinels,"动作,独立,策略,抢先体验,塔防",MindWalker Games,MindWalker Games,70,PC,单人,否,5
Awakening: The Dreamless Castle,"冒险,休闲,隐藏物体",Boomzap Entertainment,Big Fish Games,28,PC,单人,否,5
Sagebrush,"独立,冒险,心理恐怖,第一人称视角,探索,步行模拟,剧情丰富",Redact Games,Redact Games,28,PC,单人,否,5
Goat Life,"冒险,独立,休闲,模拟,平台游戏",Vyacheslav Shilikhin,Vyacheslav Shilikhin,11,PC,单人,否,5
富豪密码,"策略,休闲,模拟,大型多人在线",万族游戏,万族游戏,19,PC,大型多人在线,是,5
RIFF VR,"模拟,角色扮演,虚拟现实,音乐,抢先体验","IMEX Media, Inc","IMEX Media, Inc",37,PC,单人,否,5
BeeFense,"动作,策略,独立,塔防,单人,阖家,休闲,卡通化,六角格棋盘,困难,欢乐,剧情丰富,喜剧,冒险,自然",ByteRockers' Games,ByteRockers' Games,22,PC,单人,否,5
Pillage,"动作,独立,暴力,血腥,裸露,模拟,生存,第一人称射击,开放世界",Jakub Klementewicz,Jakub Klementewicz,26,PC,其他,否,5
Dreadborne Drifters,"动作,独立,角色扮演,血腥,寻宝,平台游戏,二维,像素图形",Tryzna,Tryzna83,35,PC,单人,否,5
Grim Tales: The Wishes Collector's Edition,"冒险,休闲,隐藏物体",Elephant Games,Big Fish Games,37,PC,单人,否,5
Gebub's Adventure,"冒险,二维",John Wallie,John Wallie,21,PC,单人,否,5
Mech League Hunting,"动作,独立,休闲,角色扮演",VRGEN,VRGEN,28,PC,单人,否,5
Mystery Case Files: The Revenant's Hunt Collector's Edition,"休闲,冒险,隐藏物体",Eipix Entertainment,Big Fish Games,37,PC,单人,否,5
Skeleton Boomerang,"动作,独立,好评原声音轨,平台游戏,二维,像素图形",Artisano,ANIM??ACE,36,PC,单人,否,5
Break the Web,"动作,独立,冒险,第一人称射击,超现实,网红",Uiop Xever,Uiop Xever,11,PC,单人,否,5
THE ENIGMA MACHINE,"独立,恐怖,赛博朋克,解谜,氛围",ENIGMA TECHNOLOGIES,ENIGMA CORPORATION,22,PC,单人,否,5
Dream Alone,"冒险,独立,动作,血腥,恐怖,平台游戏,困难,黑暗",Play2Chill,No Gravity Games,37,PC,单人,是,5
Lathe Safety Simulator,"独立,模拟,虚拟现实","Arli Tuominen,Amelie Berthome,Jo??l Cancela Vaz,Kallan Dautriche,Malo Hilliard,Corentin Lheriaud,Bastien Ollivo,Arthur Pernot,Maxime Pointet,Fabien Quibreteau,Arttu Tuovinen,Augusto Gómez Eguíluz,Niall McShane,Michael Callaghan,Alan Bourhis",Michael Callaghan,免费,PC,单人,否,5
"Hack, Slash & Backstab","独立,动作,冒险,休闲,砍杀",MAGIC Spell Studios,MAGIC Spell Studios,21,PC,单人,否,5
Edgar - Bokbok in Boulzac,"冒险,独立,指向 &amp; 点击,单人,二维,剧情丰富,欢乐,彩色,可爱,解谜,悬疑,好评原声音轨,氛围,步行模拟,休闲,喜剧,手绘,阖家,探索",La Poule Noire,La Poule Noire,67,PC,单人,否,5
Survive in Angaria,"冒险,独立,休闲,角色扮演,生存,回合制战斗",Cloaz Studio,Cloaz Studio,15,PC,单人,否,5
Babel: Tower to the Gods,"独立,抢先体验,虚拟现实,解谜,物理,阖家",Ruce,Ruce,36,PC,单人,否,5
My Vet Practice: In the Country,"休闲,模拟,女性主角,阖家",Independent Arts Software,familyplay,50,PC,单人,否,5
Milky Way Map,"休闲,独立,策略,解谜",Wijat,Wijat,6,PC,单人,是,5
Super Dashmatch,"动作,独立,抢先体验,多人,休闲",BerlinGamesClub,hOSHI,37,PC,多人,否,5
Kwaidan,"动作,独立,冒险,女性主角,怀旧,解谜,探索,生存,剧情丰富,黑暗,灵异,单人,黑暗奇幻,困难,复古,指向 &amp; 点击,动作冒险,经典,悬疑,3D",求道庵（gudouan）,"Mediascape Co.,Ltd.",80,PC,单人,是,5
DOZA 2 - NOVOGODNIY PEREDOZ,"动作,独立,血腥,暴力,冒险,网红",RedTower,RedTower,6,PC,单人,否,5
Assembly Required,"模拟,独立,策略,塔防,管理,喜剧,黑色喜剧",MUTT Studio,MUTT Studio,,PC,单人,否,5
The Wire Loop Game VR,"休闲,虚拟现实",MobileFusion Apps Ltd,MobileFusion Apps Ltd,22,PC,单人,否,5
Fear Simulator,"休闲,独立,模拟,冒险,虚拟现实",lblsoft Studio,lblsoft Studio,59,PC,单人,是,5
Gunship!,"模拟,动作",Microprose,Retroism,28,PC,单人,否,5
Car Crash Online,"汽车模拟,模拟,竞速,体育,大型多人在线",Smartmove,Smartmove,22,PC,大型多人在线,否,5
High Noon Revolver,"动作,独立,像素图形",Mike Studios,Spaceboy Games,21,PC,单人,否,5
In Game Adventure: Legend of Monsters,"动作,独立,休闲,街机,二维,纵轴,射击,单人,像素图形,怀旧,竞分,科幻,清版射击,冒险,弹幕射击,重玩价值,经典,生存,毁灭,战争",Moraes Game Studio,Moraes Game Studio,6,PC,单人,否,5
Batch 17,"动作,大型多人在线,独立,抢先体验",Baffled Games,Baffled Games,22,PC,大型多人在线,否,5
SWARMRIDER OMEGA,"独立,动作,街机,怀旧,快节奏,好评原声音轨,像素图形,赛博朋克",Walter Machado,Walter Machado,6,PC,单人,否,5
Rose Riddle: Fairy Tale Detective,"休闲,独立,冒险,时间管理,单人,欲罢不能,策略",Yustas Game Studio,Alawar Entertainment,28,PC,单人,否,5
Arkin,"动作,独立,抢先体验,太空,科幻,免费",Raven Sword Industries,Raven Sword Industries,免费,PC,单人,否,5
ObserVRtarium,"抢先体验,模拟,虚拟现实",NSC Creative,NSC Creative,免费游玩,PC,单人,否,5
Jurassic Island: The Dinosaur Zoo,"策略,恐龙,心理恐怖,恐怖",FrameLineNetwork,FrameLineNetwork,18,PC,单人,否,5
Maski VR,视频制作,Chingis LLC,AFL Productions,免费,PC,其他,否,5
Bomb Bomb! My Friends,"动作,独立,休闲,多人,物理,关卡编辑",Burp Mimic,Burp Mimic,37,PC,多人,是,5
Shadow Uprising,"动作,虚拟现实,潜行,末日,单人,反乌托邦",Amber Eye Studio,InvestVR,70,PC,单人,否,5
Hand to Hand Combat,"动作,冒险,独立,虚拟现实",James Nye,James Nye,22,PC,单人,否,5
Mowin' & Throwin',"动作,独立,休闲,4人本地,本地多人,阖家,多人,欢乐,彩色,喜剧,好评原声音轨,可爱,抢先体验",House Pixel Games,House Pixel Games,50,PC,本地多人,否,5
Default Dan,"休闲,独立,动作,平台游戏",Kikiwik Games,Kikiwik Games,,PC,单人,否,5
Glitch Pets,"独立,抢先体验,休闲,模拟,动作,冒险,恐怖,超现实,平台游戏,女性主角,僵尸,解谜,迷幻,奇幻,好评原声音轨,探索,困难,欢乐,氛围,策略","Cool and Normal Entertainment,Cool and Normal Entertainment",Cool and Normal Entertainment,37,PC,单人,否,5
Teal,"独立,策略,回合战略,回合制,战术",TealDev,TealDev,11,PC,其他,否,5
Juniper's Knot,"休闲,独立,视觉小说,动漫,免费",Dischan Media,Dischan Media,免费,PC,单人,否,5
Confederate Express,"动作,角色扮演,独立",Maksym Pashanin,Maksym Pashanin,30,PC,单人,否,5
R-COIL,"动作,独立,街机",Vector Hat,Vector Hat,22,PC,单人,否,5
Urban Tale,"角色扮演,独立,模拟,抢先体验,像素图形,怀旧,氛围,单人,休闲,放松,二维",PIKSLI.COM,PIKSLI.COM,41,PC,单人,否,5
PsychLabVR,"教育,软件培训,虚拟现实",Noah Robinson,Noah Robinson,,PC,其他,否,5
Wonder Boy Returns,"休闲,动作,平台游戏,经典,单人,阖家","CFK Co., Ltd.","CFK Co., Ltd.",,PC,单人,否,5
The Legend of Dark Witch Renovation,"动作,独立,冒险",INSIDE SYSTEM,INSIDE SYSTEM,50,PC,单人,是,5
BoxCat,"休闲,动作,冒险,独立,平台游戏",OPEN LEVEL,OPEN LEVEL,15,PC,单人,是,5
Box Looter 2018,独立,Ludo Land,Ludo Land,6,PC,单人,否,5
The Mammoth: A Cave Painting,"独立,冒险,动作,休闲,免费,记叙,氛围,哲理,动态记叙,剧情丰富,短片",inbetweengames,inbetweengames,免费,PC,单人,是,5
接头,"休闲,角色扮演,独立,冒险,策略,剧情丰富,视觉小说,女性主角",橙光游戏,橙光游戏,18,PC,单人,是,5
Sticky Paws,"独立,休闲,动作,冒险,平台游戏",Jonnil,Jonnil,Sticky Paws Demo,PC,单人,否,5
2 Planets Fire and Ice,"休闲,策略,三消",familyplay,familyplay,35,PC,单人,否,5
Living Legends: The Crystal Tear Collector's Edition,"冒险,休闲,隐藏物体,悬疑,指向 &amp; 点击",4Friends Games,Big Fish Games,47,PC,单人,否,5
宿命伪装者,"冒险,角色扮演,独立,休闲,RPG制作大师,动漫,魔法,日系角色扮演,奇幻,经典,剧情丰富,探索,像素图形,怀旧,单人,剧情,手绘,控制器,策略","Windward_Birds,XNZONE",XNZONE,15,PC,单人,是,5
Hack Time,"策略,冒险,模拟,黑客",i273 LLC,i273 LLC,15,PC,单人,否,5
ELEA,"冒险,独立,女性主角,科幻,第一人称视角,剧情丰富,太空,人工智能,动态记叙,悬疑,单人,模拟,解谜,彩色,控制器,好评原声音轨,步行模拟,氛围",Kyodai Ltd,SOEDESCO Publishing,37,PC,单人,是,5
Choice of the Rock Star,"冒险,角色扮演,独立,文字为基础",Choice of Games,Choice of Games,15,PC,单人,否,5
Reynard,"动作,独立,角色扮演,动作类 Rogue,像素图形,轻度 Rogue,迷宫探索,塔防,程序生成,二维,好评原声音轨,动作角色扮演,重玩价值,纵轴,困难,单人,冒险,怀旧,类Rogue","Filipinjo,bostjang",Hyper Fox Studios,35,PC,单人,否,5
Octoshield VR,"体育,动作,独立,抢先体验,模拟,虚拟现实",Liana Pigeot,Liana Pigeot,26,PC,单人,否,5
Warp Glider,"动作,独立,纵轴,二维,弹幕射击,街机,快节奏,短片,复古,怀旧,单人,竞分,阖家,竞技场射击,飞行,重玩价值,经典,欲罢不能,太空,生存",Mole Eyes Entertainment,Mole Eyes Entertainment,6,PC,单人,否,5
Progress Bar Simulator,"独立,休闲,模拟,轻游戏,抽象,本地多人,谐仿,讽刺,超现实,放松,动作,历史",SpielmannSpiel,SpielmannSpiel,6,PC,本地多人,否,5
Math Rescue,"冒险,教育,平台游戏,90 年代,怀旧",Redwood Games,3D Realms (Apogee Software),21,PC,单人,否,5
Exposure,"动作,独立,暴力,冒险,恐怖,生存恐怖",Radmir Kadyrov,Radmir Kadyrov,15,PC,单人,否,5
Toy Clash,"休闲,策略,独立,虚拟现实",5minlab,5minlab,50,PC,单人,是,5
VR Racing,"竞速,动作,独立,抢先体验,虚拟现实",Pure Gamez,Pure Gamez,103,PC,单人,否,5
NonetEnsemble～满载魔法的迷宫～,"角色扮演,独立,类Rogue,单人,可爱,女性主角,奇幻,动漫,回合制,不可思议迷宫",PhotonSystem,PhotonSystem,70,PC,单人,是,5
Neverland Treasure,"休闲,三消,独立,二维,街机,经典,彩色,欲罢不能,冒险",Elian Games,Elian Games,15,PC,单人,否,5
Tex Murphy: Martian Memorandum,"冒险,指向 &amp; 点击,推理,全动态影像,经典,黑色,90 年代,像素图形,悬疑,赛博朋克,反乌托邦,末日,氛围,第三人称视角,喜剧",Access Software,Nightdive Studios,25,PC,单人,否,5
Rise: Race The Future,"竞速,街机",VD-dev,VD-dev,54,PC,单人,否,5
FARHOME,"动作,虚拟现实,科幻,射击,第一人称视角,单人,多人,第一人称射击,抢先体验",DEVCUBE STUDIO,DEVCUBE STUDIO,90,PC,单人,是,5
Roadclub: League Racing,"竞速,体育,汽车模拟,独立,模拟,动作,纵轴,二维,本地多人,驾驶,抢先体验",Solid Core,Solid Core,37,PC,本地多人,否,5
Blitz Freak,"动作,虚拟现实",ActEvolve Inc.,ActEvolve Inc.,35,PC,在线合作,否,5
Puzzle Tower,"独立,冒险,策略,血腥,暴力,解谜,第一人称视角,困难,单人",CRGames,CRGames,11,PC,单人,否,5
