游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Viking Saga: The Cursed Ring,"策略,休闲,冒险,模拟,资源管理,时间管理",Realore,Qumaron,15,PC,单人,否,16
The Horus Heresy: Betrayal At Calth - EARLY ACCESS,"策略,动作,抢先体验,战锤40K,回合战略,虚拟现实",Steel Wool Studios,Steel Wool Studios,62,PC,单人,否,16
Operation: Matriarchy,"动作,第一人称射击,科幻",Madia Entertainment,Buka Entertainment,25,PC,单人,否,16
The Commission: Organized Crime Grand Strategy,"休闲,独立,模拟,策略,角色扮演,犯罪",302 Interactive,2:30 AM Studios,70,PC,单人,否,16
Werewolves Within,"休闲,角色扮演,策略,模拟,虚拟现实,社交推理,狼人,多人",Ubisoft,Ubisoft,88,PC,多人,否,15
Oval,"动作,独立,虚拟现实",Reactor Heart,Reactor Heart ,35,PC,单人,否,15
GoBlock's Impossible Medley,"休闲,独立",Gambreng Games,GameChanger Studio,6,PC,单人,否,15
Avalon Legends Solitaire 2,"纸牌,休闲,独立,卡牌游戏",Anawiki Games,Anawiki Games,36,PC,单人,否,15
Diamonds,"免费,动作,抢先体验,血腥,暴力,独立,角色扮演,单人,多人,射击,第三人称射击,第三人称视角,街机,玩家对战",Nicholas Causey,Causey Games,免费开玩,PC,单人,否,15
Roads of Rome: New Generation 2,"休闲,冒险,模拟,策略",Whiterra,Qumaron,22,PC,单人,否,15
Marshmallow Melee,"策略,独立,抢先体验,冒险,动作类 Rogue,动作,角色扮演,虚拟现实,迷宫探索,轻度 Rogue",TriHelix LLC,TriHelix LLC,48,PC,单人,否,15
Edmersiv,"教育,虚拟现实",EvoBooks,EvoBooks,免费开玩,PC,其他,否,15
Egress,"动作,独立,洛夫克拉夫特式,类魂系列,大逃杀,角色扮演,黑暗奇幻,多人,玩家对战,第三人称视角,竞技,氛围,生存,开放世界,探索,在线合作,多人在线战术竞技",Fazan, Fazan,40,PC,多人,是,15
Jasmine Summer,"休闲,独立,视觉小说,角色扮演,动漫",JasmineSummer Project,JasmineSummer  Project,28,PC,单人,是,15
Hoo-Boy,"冒险,独立,休闲,平台游戏,卡通",Anatoly Konstantinov,Anatoly Konstantinov,11,PC,单人,是,15
Russia Simulator,"模拟,裸露,动作,冒险,色情内容,暴力,网红,氛围,成人,欢乐,好评原声音轨,第一人称视角,喜剧,大师级,单人,步行模拟,试验性,3D,拟真,现代","Slav Squat Games,CyberPutin2076 Team",Kavkaz Sila Games,15,PC,单人,否,15
Extraction Valley,"动作,独立,抢先体验,大型多人在线,血腥,暴力,第三人称射击,多人,第一人称射击",RAM Studios,RAM Studios,18,PC,大型多人在线,否,15
Operation Apex,"冒险,独立,模拟,虚拟现实,水底",Curiscope,"Vive Studios,Discovery",37,PC,单人,否,15
Nancy Drew: The Shattered Medallion,"冒险,解谜,好评原声音轨,欢乐,经典,指向 &amp; 点击,剧情丰富,剧情,仅鼠标,推理,伪3D,女性主角,氛围,探索,休闲,二维,小说改编,视觉小说,单线剧情,非主流经典",HeR Interactive,HeR Interactive,70,PC,单人,否,15
The Long Return,"冒险,独立,解谜,休闲,好评原声音轨,单人,彩色,放松,原声音乐,平台解谜,探索,短片,氛围,第三人称视角",Max Nielsen,Max Nielsen,37,PC,单人,是,15
Squirm,"独立,冒险,精确平台,二维,像素图形,困难,平台游戏",Alex Carpenter,Alex Carpenter,11,PC,单人,否,15
Disney-Pixar Brave,"阖家,冒险,动作,女性主角",Behaviour Interactive Inc.,Disney,70,PC,单人,否,15
Acron: Attack of the Squirrels!,"动作,虚拟现实,非对称 VR",Resolution Games,Resolution Games,70,PC,在线合作,否,15
长歌行,"免费,大型多人在线,休闲,角色扮演,策略",热血战歌,热血战歌,免费,PC,大型多人在线,是,15
Blood 'n Bikinis,"色情内容,裸露,角色扮演,血腥,暴力,冒险,动作,RPG制作大师,独立,模拟,策略,成人,动漫,工作场所不宜,恐怖,僵尸,生存,女性主角,欢乐,探索",Juicy Melons Inc.,大きくて強い,37,PC,单人,否,15
Space Grunts,"动作类 Rogue,独立,动作,角色扮演,策略,类Rogue,回合制,像素图形,二维,科幻,轻度 Rogue,重玩价值,街机,纵轴,太空,困难",Orangepixel,Orangepixel,50,PC,单人,否,15
Diamonds,"免费,动作,抢先体验,血腥,暴力,独立,角色扮演,单人,多人,射击,第三人称射击,第三人称视角,街机,玩家对战",Nicholas Causey,Causey Games,免费开玩,PC,单人,否,15
Roads of Rome: New Generation 2,"休闲,冒险,模拟,策略",Whiterra,Qumaron,22,PC,单人,否,15
Blood 'n Bikinis,"色情内容,裸露,角色扮演,血腥,暴力,冒险,动作,RPG制作大师,独立,模拟,策略,成人,动漫,工作场所不宜,恐怖,僵尸,生存,女性主角,欢乐,探索",Juicy Melons Inc.,大きくて強い,37,PC,单人,否,15
奥赛罗冒险2,"角色扮演,独立,策略,战术,回合制战斗,像素图形,回合制战术,回合制,战术角色扮演,奇幻,剧情丰富,二维,单人,黑暗奇幻,伪3D,等角,策略角色扮演,日系角色扮演",Yokogosystems,Yokogosystems,70,PC,单人,是,15
Macrotis: A Mother's Journey,"独立,冒险,可爱,伪3D,解谜,平台游戏,平台解谜,氛围,单人,彩色,困难,好评原声音轨,奇幻,女性主角",Proud Dinosaurs,Orsam Information Technologies,37,PC,单人,是,15
StoneDeep,"模拟,策略,抢先体验,独立,休闲,色情内容,城市营造,创世神,血腥,单人,建造,奇幻,放松,困难,资源管理,沙盒,开放世界,程序生成,生存,大师级",Direfang,"Direfang,Smuttlewerk interactive",62,PC,单人,否,15
Edmersiv,"教育,虚拟现实",EvoBooks,EvoBooks,免费开玩,PC,其他,否,15
Acron: Attack of the Squirrels!,"动作,虚拟现实,非对称 VR",Resolution Games,Resolution Games,70,PC,在线合作,否,15
"Maggie's Movies - Camera, Action!","冒险,独立,休闲,模拟,时间管理","World-Loom,GameHouse",GameHouse,39,PC,单人,是,15
FlyingRock: Arena,"免费,独立",Edo Create,Edo Create,免费开玩,PC,单人,否,15
The Long Return,"冒险,独立,解谜,休闲,好评原声音轨,单人,彩色,放松,原声音乐,平台解谜,探索,短片,氛围,第三人称视角",Max Nielsen,Max Nielsen,37,PC,单人,是,15
Lance A Lot: Enhanced Edition,"动作,独立,休闲,4人本地,本地多人,物理",Brimstone,Brimstone,32,PC,本地多人,是,15
Project Lucie,"冒险,独立,虚拟现实",Bohemia Interactive,Bohemia Interactive,,PC,单人,否,15
Avalon Legends Solitaire 2,"纸牌,休闲,独立,卡牌游戏",Anawiki Games,Anawiki Games,36,PC,单人,否,15
Summer Memory of Bell,"独立,休闲,冒险,视觉小说,动漫,情感,猫",忆夏之铃制作组,忆夏之铃制作组,15,PC,单人,是,15
Blonde Driver,"动作,竞速,体育,独立",Easy game,Game for people,6,PC,单人,否,15
Shattered Haven,"动作,冒险,独立,解谜,僵尸,二维,末日,纵轴,恐怖,怀旧,剧情丰富,洛夫克拉夫特式,合作","Arcen Games, LLC","Arcen Games, LLC",36,PC,合作,否,15
Talk to Strangers,"独立,休闲,单人,欢乐,像素图形,喜剧,多结局,卡通化,二维,模拟,剧情丰富,黑色幽默,黑色喜剧,指向 &amp; 点击,极简主义,可爱,视觉小说,策略,试验性,设计与插画",Post Mortem Pixels,Post Mortem Pixels,18,PC,单人,否,15
In Space We Brawl,"独立,动作,双摇杆射击,4人本地,本地多人,垂直卷轴射击,太空,射击,本地合作,街机,科幻,二维,竞技,弹幕射击,彩色,怀旧,好评原声音轨,纵轴,永久死亡,快节奏",Forge Reply srl,PLAYISM,,PC,本地多人,否,15
VRobot,"动作,虚拟现实,毁灭,独立,模拟,多人,机器人",Luden.io,Nival,Free Demo,PC,多人,否,15
ERROR: Human Not Found,"免费,独立,休闲,冒险,视觉小说",CelleC Games,CelleC Games,免费,PC,单人,否,15
DUELEUM,"免费,动作,抢先体验,虚拟现实",nohoho (Individual),nohoho,免费,PC,单人,否,15
Path Out,"免费,像素图形,冒险,RPG制作大师",Causa Creations,Causa Creations,免费,PC,单人,否,15
ClassiCube,"休闲,独立,沙盒",ClassiCube Team,ClassiCube Team,18,PC,单人,否,15
YumeCore,"动作,动漫,可爱,二维,像素图形,清版动作",takayakata,takayakata,22,PC,单人,是,15
Uprising: Join or Die,"动作,策略,经典",Cyclone Studios,"Prism Entertainment,Retroism",,PC,单人,否,15
Glorious Companions,"角色扮演,策略,独立,回合制战术,抢先体验,暴力,重玩价值,回合制,回合制战斗,奇幻,沙盒,战术,开放世界,程序生成,单人,黑暗奇幻,策略角色扮演",Ancient Forge Studio,Ancient Forge Studio,90,PC,单人,否,15
Jasmine Summer,"休闲,独立,视觉小说,角色扮演,动漫",JasmineSummer Project,JasmineSummer  Project,28,PC,单人,是,15
Okaeri,"冒险,模拟,动作,独立,休闲,恐怖,心理恐怖,探索,氛围,单人,女性主角,惊悚,悬疑,步行模拟,心理,记叙,动漫,超现实,第一人称视角,解谜",Chilla's Art,Chilla's Art,15,PC,单人,是,15
Animal Gods,"动作,冒险,独立,二维,开放世界,氛围,纵轴,好评原声音轨,动作角色扮演",Still Games,Still Games,36,PC,单人,否,15
kuso,"独立,动作,好评原声音轨,平台游戏,困难,二维,像素图形",Fred Wood,Fred Wood,21,PC,单人,否,15
"How do you like it, Elon Musk?","模拟,策略,抢先体验,太空,太空模拟,火星,科学,基地建设,资源管理,物理,沙盒,重玩价值,教育,开放世界,困难,科幻",unbeGames,unbeGames,70,PC,单人,否,15
Outpost 13,"冒险,独立,指向 &amp; 点击,血腥,像素图形,恐怖,生存恐怖,鲜血,成人,暴力,外星人,僵尸,狗,剧情丰富,好评原声音轨","Cantina Games and Entertainment, Inc.","Cantina Games and Entertainment, Inc.",6,PC,单人,否,15
Zimbo,"独立,动作,休闲,冒险,模拟,竞速,体育",RS Games,RS Games,6,PC,单人,否,15
Change,"休闲,独立,视觉小说,动漫","Ryu Productions Co., Ltd","Ryu Productions Co., Ltd,Gamera Game",22,PC,单人,是,15
KóterGame,"免费,冒险,角色扮演,独立,二维,像素图形,单人,黑色幽默,选择取向,欢乐,多结局,纵轴,喜剧,RPG制作大师",Dzsembori,Dzsembori,免费开玩,PC,单人,否,15
Magic Tower 3D,"休闲,独立,冒险,策略,角色扮演",PlayTech Studio,PlayTech Studio,15,PC,单人,是,15
Glorious Companions,"角色扮演,策略,独立,回合制战术,抢先体验,暴力,重玩价值,回合制,回合制战斗,奇幻,沙盒,战术,开放世界,程序生成,单人,黑暗奇幻,策略角色扮演",Ancient Forge Studio,Ancient Forge Studio,90,PC,单人,否,15
Avalon Legends Solitaire 2,"纸牌,休闲,独立,卡牌游戏",Anawiki Games,Anawiki Games,36,PC,单人,否,15
Uprising: Join or Die,"动作,策略,经典",Cyclone Studios,"Prism Entertainment,Retroism",,PC,单人,否,15
In Space We Brawl,"独立,动作,双摇杆射击,4人本地,本地多人,垂直卷轴射击,太空,射击,本地合作,街机,科幻,二维,竞技,弹幕射击,彩色,怀旧,好评原声音轨,纵轴,永久死亡,快节奏",Forge Reply srl,PLAYISM,,PC,本地多人,否,15
Animal Gods,"动作,冒险,独立,二维,开放世界,氛围,纵轴,好评原声音轨,动作角色扮演",Still Games,Still Games,36,PC,单人,否,15
Change,"休闲,独立,视觉小说,动漫","Ryu Productions Co., Ltd","Ryu Productions Co., Ltd,Gamera Game",22,PC,单人,是,15
KóterGame,"免费,冒险,角色扮演,独立,二维,像素图形,单人,黑色幽默,选择取向,欢乐,多结局,纵轴,喜剧,RPG制作大师",Dzsembori,Dzsembori,免费开玩,PC,单人,否,15
Revenge of the Headless,"动作,冒险,独立,休闲,困难,类Rogue,像素图形",Sloth Studio,Sloth Studio,11,PC,单人,是,15
HITOTSU NO MORI,"独立,角色扮演,冒险,动漫",ミナプラス,SakuraGame,15,PC,单人,是,15
Rock Paper Scissors Champion,"免费,休闲,体育,网红,光明会,恐怖",Wholetone Games,Wholetone Games,免费游玩,PC,单人,否,15
Outpost 13,"冒险,独立,指向 &amp; 点击,血腥,像素图形,恐怖,生存恐怖,鲜血,成人,暴力,外星人,僵尸,狗,剧情丰富,好评原声音轨","Cantina Games and Entertainment, Inc.","Cantina Games and Entertainment, Inc.",6,PC,单人,否,15
kuso,"独立,动作,好评原声音轨,平台游戏,困难,二维,像素图形",Fred Wood,Fred Wood,21,PC,单人,否,15
Zimbo,"独立,动作,休闲,冒险,模拟,竞速,体育",RS Games,RS Games,6,PC,单人,否,15
Path Out,"免费,像素图形,冒险,RPG制作大师",Causa Creations,Causa Creations,免费,PC,单人,否,15
Nancy Drew: The Creature of Kapu Cave,"冒险,指向 &amp; 点击,解谜,仅鼠标,伪3D,好评原声音轨,经典,欢乐,推理,剧情丰富,女性主角,探索,氛围,休闲,二维,单线剧情,小说改编,非主流经典,怀旧,阖家",HeR Interactive,HeR Interactive,28,PC,单人,否,15
Mystika 3 : Awakening of the dragons,"休闲,独立,三消,解谜,隐藏物体,单人",Unikgame,Unikware,22,PC,单人,否,15
Irony Of Nightmare,"独立,抢先体验,恐怖,冒险,氛围,单人,剧情丰富,血腥,暴力,推理,赛博朋克",Steppe Hare Studio,Steppe Hare Studio,6,PC,单人,否,15
"How do you like it, Elon Musk?","模拟,策略,抢先体验,太空,太空模拟,火星,科学,基地建设,资源管理,物理,沙盒,重玩价值,教育,开放世界,困难,科幻",unbeGames,unbeGames,70,PC,单人,否,15
Worlds Collide,"策略,即时战略,六角格棋盘",otter otter game,otter otter game,39,PC,单人,是,15
Jasmine Summer,"休闲,独立,视觉小说,角色扮演,动漫",JasmineSummer Project,JasmineSummer  Project,28,PC,单人,是,15
MSI Electric City,"免费,模拟,休闲,冒险,独立,虚拟现实",Metanaut,MSI,免费,PC,单人,否,15
Alone in the Dark: The New Nightmare,"冒险,恐怖,动作,生存恐怖,经典,洛夫克拉夫特式","Darkworks,Spiral House",THQ Nordic,28,PC,单人,否,15
The Love Boat,"休闲,冒险,模拟,时间管理","Cateia,GameHouse",GameHouse,,PC,单人,是,15
Nuclear Power Station Creator,"策略,独立,单人,经济,建造,二维,氛围,资源管理,管理,抢先体验",Dreambakers,Dreambakers,98,PC,单人,否,15
英雄群侠传,"角色扮演,策略,冒险,独立",熊窝dodox,"熊窝dodox,RuiXiao",18,PC,单人,是,15
LOGistICAL 2: France,"休闲,独立,策略,解谜,资源管理,交通运输,教育",Sacada,Sacada,37,PC,单人,否,15
Controllers Battery Indicator ,"独立,实用工具,控制器",CWH Entertainment,CWH Entertainment,11,PC,单人,是,15
OVERVIEW: a Walk Through the Universe,"模拟,休闲,独立,科学,纪录片,太空,虚拟现实,拟真,过场动画,氛围,单人,记叙,太空模拟,探索,阖家,科幻,物理,剧集,火星,动态记叙",Orbital Views,Orbital Views,37,PC,单人,是,15
Creepy Road,"动作,独立,冒险,喜剧,单人,弹幕射击,清版射击,横向滚屏,二维,平台游戏,街机,控制器,射击,欢乐,卡通,困难,氛围,好评原声音轨,经典",Groovy Milk,"Groovy Milk,GrabTheGames",37,PC,单人,是,15
G-Force,"大师级,动作,阖家,冒险,冷战,类魂系列,剧情丰富,困难,网红,开放世界,第三人称射击,好评原声音轨,成人,休闲,单人,Hentai,一战,喜剧,非主流经典,射击",Eurocom,Disney,70,PC,单人,否,15
CROSS†CHANNEL: Steam Edition,"休闲,冒险,模拟,视觉小说,动漫,剧情丰富,好评原声音轨,非主流经典,单人,可爱,鲜血,暴力",MoeNovel,MoeNovel,37,PC,单人,否,15
Country Park,"模拟,体育,冒险,抢先体验",FG,FG,6,PC,单人,否,15
Summer Memory of Bell,"独立,休闲,冒险,视觉小说,动漫,情感,猫",忆夏之铃制作组,忆夏之铃制作组,15,PC,单人,是,15
Timber Tennis: Versus,"体育,休闲,独立,多人,本地多人,像素图形,阖家,单人,二维,怀旧,欢乐,卡通化,卡通,竞技,控制器",Digital Melody,Crunching Koalas,11,PC,多人,是,15
Darkness and Flame: Missing Memories,"冒险,休闲,隐藏物体",FIVE-BN GAMES,FIVE-BN GAMES,28,PC,单人,否,15
Google Spotlight Stories: Rain or Shine,"免费,冒险,虚拟现实",Google Inc.,Google Inc.,免费开玩,PC,单人,否,15
The Filmmaker - A Text Adventure,"冒险,独立,休闲,文字为基础,互动小说,指向 &amp; 点击,剧情丰富,探索,单人,悬疑",Storycentric Worlds,Unimatrix Productions,15,PC,单人,否,15
Jellyfish Season,"免费,休闲,独立,视觉小说",Kombinat,Kombinat,免费开玩,PC,单人,否,15
Magic Tower 3D,"休闲,独立,冒险,策略,角色扮演",PlayTech Studio,PlayTech Studio,15,PC,单人,是,15
Nuclear Power Station Creator,"策略,独立,单人,经济,建造,二维,氛围,资源管理,管理,抢先体验",Dreambakers,Dreambakers,98,PC,单人,否,15
Timber Tennis: Versus,"体育,休闲,独立,多人,本地多人,像素图形,阖家,单人,二维,怀旧,欢乐,卡通化,卡通,竞技,控制器",Digital Melody,Crunching Koalas,11,PC,多人,是,15
Google Spotlight Stories: Rain or Shine,"免费,冒险,虚拟现实",Google Inc.,Google Inc.,免费开玩,PC,单人,否,15
Jasmine Summer,"休闲,独立,视觉小说,角色扮演,动漫",JasmineSummer Project,JasmineSummer  Project,28,PC,单人,是,15
BattleCry: World At War,"动作,大型多人在线,策略,免费,休闲,模拟,独立,冒险",DYNAMICNEXT,DYNAMICNEXT,免费开玩,PC,大型多人在线,否,15
Derpy Dinos,"免费,独立,休闲,动作,恐龙",Derpy Dinos,Derpy Dinos,免费开玩,PC,单人,否,15
英雄群侠传,"角色扮演,策略,冒险,独立",熊窝dodox,"熊窝dodox,RuiXiao",18,PC,单人,是,15
"How do you like it, Elon Musk?","模拟,策略,抢先体验,太空,太空模拟,火星,科学,基地建设,资源管理,物理,沙盒,重玩价值,教育,开放世界,困难,科幻",unbeGames,unbeGames,70,PC,单人,否,15
Escargot Kart,"动作,独立",Caps Lock Solutions,Caps Lock Solutions,,PC,单人,否,15
Bouncing DVD : The Game,"免费,休闲,模拟,独立,网红",RoomsForRockets,RoomsForRockets,免费开玩,PC,单人,否,15
Etherlords,"策略,回合战略,角色扮演,回合制,卡牌游戏,经典,战术,奇幻,大师级,回合制战术,氛围,交易卡牌",Nival,Nival,21,PC,单人,否,15
Darkness and Flame: Missing Memories,"冒险,休闲,隐藏物体",FIVE-BN GAMES,FIVE-BN GAMES,28,PC,单人,否,15
AWAY: Journey to the Unexpected,"冒险,独立,轻度 Rogue,动漫,第一人称视角,单人,好评原声音轨",Aurelien Regard Games,Dear Villagers,70,PC,单人,是,15
MYTH,"视觉小说,独立,冒险,恐怖,悬疑,动漫",Circletempo,MangaGamer,48,PC,单人,是,15
Jellyfish Season,"免费,休闲,独立,视觉小说",Kombinat,Kombinat,免费开玩,PC,单人,否,15
CROSS†CHANNEL: Steam Edition,"休闲,冒险,模拟,视觉小说,动漫,剧情丰富,好评原声音轨,非主流经典,单人,可爱,鲜血,暴力",MoeNovel,MoeNovel,37,PC,单人,否,15
MOAI 2: Path to Another World,"休闲,冒险,策略,模拟,时间管理","Toyman Interactive,Alawar Entertainment",Buka Entertainment,31,PC,单人,否,15
The Filmmaker - A Text Adventure,"冒险,独立,休闲,文字为基础,互动小说,指向 &amp; 点击,剧情丰富,探索,单人,悬疑",Storycentric Worlds,Unimatrix Productions,15,PC,单人,否,15
Summer Memory of Bell,"独立,休闲,冒险,视觉小说,动漫,情感,猫",忆夏之铃制作组,忆夏之铃制作组,15,PC,单人,是,15
Devious Dungeon,"冒险,角色扮演,独立,动作,平台游戏,像素图形,奇幻,二维,程序生成,单人,黑暗奇幻,休闲,怀旧,重玩价值,氛围,困难,好评原声音轨","Woblyware,Ratalaika Games S.L.","GrabTheGames,Ratalaika Games S.L.",22,PC,单人,否,15
Attack Of Insects,"独立,动作,抢先体验,冒险,血腥,暴力",BadWolf Games,BadWolf Games,28,PC,单人,否,15
Race & Destroy,"竞速,体育,模拟,动作,独立,休闲",AngryAngelGames,IceTorch Interactive,37,PC,单人,否,15
Adventurer Guild,"策略,抢先体验,独立,模拟",DyingCat,INDIEGAMES.CN,18,PC,单人,是,15
Trivia Quiz: All about everything!,"益智问答,独立,休闲,重玩价值,二维,教育,解谜,单人,互动小说,多结局,选择取向,好评原声音轨,困难,氛围,喜剧,手绘,怀旧,风格化,指向 &amp; 点击,探索",DuCats Games Studio,DuCats Games Studio,15,PC,单人,否,15
老虎游戏-casino,"免费,独立,休闲,策略,模拟,角色扮演,大型多人在线,棋类",上海信虎文化传播有限公司,上海信虎文化传播有限公司,免费开玩,PC,大型多人在线,是,15
Rogues Like Us,"动作类 Rogue,独立,动作,轻度 Rogue,砍杀,困难,类Rogue,抢先体验,迷宫探索",oddByte,oddByte,36,PC,单人,否,15
Country Park,"模拟,体育,冒险,抢先体验",FG,FG,6,PC,单人,否,15
The Caribbean Sail,"冒险,独立,休闲,模拟,动作,角色扮演,策略,海盗,海战,像素图形,怀旧,海军,轻度 Rogue,选择取向,类Rogue",Victorian Clambake,Victorian Clambake,50,PC,单人,否,15
The Rabbit Hole,"冒险,策略,独立,抢先体验,虚拟现实,恐怖",VRMonkey,VRMonkey,18,PC,单人,是,15
Stay Alive: Apocalypse,"独立,抢先体验,角色扮演,模拟,生存,僵尸,末日,开放世界,单人,基地建设,制作,恐怖,生存恐怖,困难,第一人称视角,沙盒,寻宝,血腥,暴力,反乌托邦",Mehan Games,Mehan Games,50,PC,单人,否,15
Reversion - The Return,"冒险,独立,休闲,指向 &amp; 点击,二维,单人,卡通化,推理,悬疑,手绘,解谜,卡通,科幻,末日",3f Interactive,3f Interactive,37,PC,单人,是,15
Bone: Out from Boneville,"冒险,指向 &amp; 点击,漫画,解谜",Telltale Games,Telltale Games,,PC,单人,否,15
Wolfenstein 3D: Spear of Destiny,"动作,射击,第一人称射击,第一人称视角,经典,怀旧,二战,单人,战争,90 年代,复古,大师级",id Software,id Software,10,PC,单人,否,15
Magic Tower 3D,"休闲,独立,冒险,策略,角色扮演",PlayTech Studio,PlayTech Studio,15,PC,单人,是,15
Canasta 3D Premium,"卡牌游戏,桌上游戏,休闲,独立,策略,模拟,桌游,交易卡牌",BufoProject,BufoProject,50,PC,单人,否,15
生存营地,"独立,动作,冒险,角色扮演,模拟,休闲,抢先体验,生存",Skeleton Star Game,Skeleton Star Game,58,PC,单人,是,15
Iron Warriors: T-72 Tank Command,"模拟,策略,坦克,军事",Strategy First,Strategy First,21,PC,单人,否,15
Imprisoned Light,"角色扮演,独立,动作,冒险,像素图形,4人本地,本地合作,二维,多人,平台游戏,合作,在线合作,僵尸,困难,动作角色扮演,战争,类Rogue,寻宝,射击,角色动作",imaginite Ltd,imaginite Ltd,6,PC,本地合作,否,15
Wake Up,"独立,冒险,虚拟现实,免费,好评原声音轨,单人",Black Cell OG,Black Cell OG,免费,PC,单人,否,15
Moonfall,"动作,冒险,独立,角色扮演,清版动作",Fishcow Studio,Fishcow Studio,,PC,单人,是,15
Lupinball,"动作,独立,休闲,体育,策略,像素图形,多人,欢乐,竞技,好评原声音轨,狼人,4人本地,本地多人",Craftven,Craftven,29,PC,多人,是,15
The Filmmaker - A Text Adventure,"冒险,独立,休闲,文字为基础,互动小说,指向 &amp; 点击,剧情丰富,探索,单人,悬疑",Storycentric Worlds,Unimatrix Productions,15,PC,单人,否,15
Last Days Motel,"免费,模拟,抢先体验,冒险,角色扮演,策略,生存",陌上科技,陌上科技,免费开玩,PC,单人,是,15
Xenus 2. White gold.,"动作,开放世界,第一人称射击,氛围,第一人称视角,角色扮演,射击,单人,探索,选择取向,自选历险体验,海军,军事",Deep Shadows,GFI,48,PC,单人,否,15
XGun-Weapon Evolution,"独立,抢先体验,休闲,动作,多人,多人在线战术竞技","Surf Monster Studio,Kinn Chen,Vicky,Chih-Hsuan Huang",Surf Monster Studio,18,PC,多人,是,15
Magikiras,"冒险,角色扮演,独立,文字为基础,自选历险体验",Hosted Games,Hosted Games,18,PC,单人,否,15
Country Park,"模拟,体育,冒险,抢先体验",FG,FG,6,PC,单人,否,15
Summer Memory of Bell,"独立,休闲,冒险,视觉小说,动漫,情感,猫",忆夏之铃制作组,忆夏之铃制作组,15,PC,单人,是,15
30 IMPOSSIBLE LEVELS,"独立,动作,抢先体验,平台游戏",Abstract Tree Studio,Abstract Tree Studio,18,PC,单人,否,15
Radium 2,"独立,动作,极简主义,物理,街机,解谜,超现实,困难,单人,控制器,原声音乐,好评原声音轨",Develobster,Develobster,21,PC,单人,否,15
Tommy Tronic,"动作,冒险,独立",Oasis Games,Interplay Inc.,36,PC,单人,否,15
Neurowake,"动作,第一人称射击,独立,抢先体验,模拟,策略,暴力,虚拟现实,角色扮演,PvE,玩家对战",Shortfuse Studio,Shortfuse Studio,98,PC,单人,是,15
生存营地,"独立,动作,冒险,角色扮演,模拟,休闲,抢先体验,生存",Skeleton Star Game,Skeleton Star Game,58,PC,单人,是,15
Vertex Dispenser,"策略,动作,独立",Michael Brough,Michael Brough,36,PC,单人,否,15
Delicious - Emily's Hopes and Fears,"休闲,冒险,独立,策略,时间管理",Blue Giraffe,GameHouse,39,PC,单人,否,15
Intel 5G VR Experience,"动画制作和建模,虚拟现实",Groove Jones,Infinity Marketing,免费,PC,其他,否,15
Devoid of Shadows,"动作,独立,角色扮演,吸血鬼","N-Game Studios,Sixteen Squares",ArsLogica LP,35,PC,单人,否,15
The Mark of Robot,"免费,动作,冒险,独立,剧情丰富,好评原声音轨,第一人称射击,氛围,单线剧情",JMV,JMV,免费开玩,PC,单人,否,15
NEKO-NIN exHeart +PLUS Saiha,"色情内容,裸露,休闲,独立,动作,模拟,视觉小说,动漫,可爱,单人",Whirlpool,Sekai Project,11,PC,单人,否,15
Becalm,"免费,休闲,独立,放松,自然,音乐,第一人称视角,唯美,迷幻,单人,好评原声音轨,冒险,可爱,氛围,超现实,探索,试验性,抽象,短片,多人",Colorfiction,Colorfiction,免费,PC,单人,是,15
We Are Legion,"策略,独立",Pwnee Studios,Pwnee Studios,36,PC,其他,否,15
Dead End Road,"独立,竞速,动作,恐怖,心理恐怖,怀旧,驾驶",DDD Wares,DDD Wares,15,PC,单人,否,15
Next Stop 3,"休闲,模拟,策略",Ladia Group,Ladia Group,28,PC,单人,否,15
Yissa Deep Realms,"独立,动作,平台游戏,二维,冒险,困难,横向滚屏,女性主角,重玩价值,剧情丰富,氛围,像素图形,控制器,单人",PixelGreeds,PixelGreeds,22,PC,单人,否,15
Magic Tower 3D,"休闲,独立,冒险,策略,角色扮演",PlayTech Studio,PlayTech Studio,15,PC,单人,是,15
Of Love And Sorrow,"独立,冒险,角色扮演,互动小说,视觉小说",Niels Bauer Games,Niels Bauer Games,21,PC,单人,否,15
Iron Warriors: T-72 Tank Command,"模拟,策略,坦克,军事",Strategy First,Strategy First,21,PC,单人,否,15
Mary Le Chef - Cooking Passion,"冒险,休闲,模拟,时间管理","Cateia Games,GameHouse",GameHouse,42,PC,单人,是,15
Spring & Flow,"休闲,独立,解谜,放松,极简主义,氛围,唯美",SPARSE//GameDev,SPARSE//GameDev,28,PC,单人,是,15
Diorama Battle of NINJA,"动作,独立,休闲","X-STREAM DIGITAL Co., Ltd.",Dogenzaka Lab,28,PC,单人,是,15
Killer Chambers,"动作,独立,弹幕射击,像素图形,困难,单人,平台游戏,奇幻,欢乐,平台解谜",Village Bench,Village Bench,22,PC,单人,否,15
Chronicles of Vinland,"策略,休闲,资源管理,城市营造,等角,二维,单人,经济,建造,独立,基地建设,抢先体验,彩色,探索,剧情丰富,阖家,架空,氛围,记叙,美国",Wonderbox Games,Wonderbox Games,188,PC,单人,是,15
RFLEX,"动作,休闲,独立,怀旧,快节奏,极简主义,困难",Wesley LaFerriere,System Void Games,免费,PC,单人,否,15
