游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Divinia Chronicles: Relics of Gan-Ti,"动作,冒险,独立,角色扮演,抢先体验,动作角色扮演",Team Monkey,Team Monkey,48,PC,单人,否,96
Emerge: Cities of the Apocalypse,"僵尸,塔防,回合战略,交易卡牌",Emilios Manolidis,Emilios Manolidis,31,PC,单人,否,96
Esports Life: Ep.1 - Dreams of Glory,"角色扮演,模拟,策略,体育,独立,抢先体验",U-Play Online,"U-Play Online,🚀 Raiser Games",70,PC,单人,是,96
Stories of Bethem: Full Moon,"独立,冒险,角色扮演,动作,像素图形,纵轴",GuGames Development,GuGames Development,21,PC,单人,否,96
奇怪的电话,"独立,冒险,休闲,像素图形,超现实,二维,女性主角,单人,好评原声音轨,心理,氛围,动漫,可爱,无声主角,探索,指向 &amp; 点击,奇幻,原声音乐,剧情丰富,横向滚屏",HZ3 Software,PLAYISM,21,PC,单人,是,96
狂野西部,"西部,动作,第一人称射击,射击,单人,冒险,第一人称视角,氛围,多人,潜行,剧情丰富,经典,大师级,开放世界,好评原声音轨",Techland,Techland Publishing,42,PC,单人,否,96
内心世界,"冒险,指向 &amp; 点击,解谜,90 年代,独立,好评原声音轨,经典,怀旧,欢乐,单人,喜剧,剧情丰富,二维",Studio Fizbin,Headup,48,PC,单人,否,96
Insidia,"免费,策略,独立,回合制,玩家对战,抢先体验,多人,回合制战术,战术,回合制战斗,单人,回合战略,竞技,网格导向动作,欢乐,末日,重玩价值,电竞,好评原声音轨,科幻",Bad Seed,Bad Seed,免费游玩,PC,多人,否,96
创造历史：平静与风暴黄金版,"策略,模拟,二战",Muzzy Lane Software,Factus Games,21,PC,单人,否,96
远古神话,"免费,动作,砍杀,女性主角,动漫,裸露,冒险,奇幻,单人,第三人称视角,多人,独立,剧情丰富,大型多人在线角色扮演,清版动作",Basaltic studio,Basaltic studio,免费,PC,单人,否,96
遁入虚空,"策略,冒险,太空,角色扮演,独立,回合制,4X,单人,探索,回合制战术,战术角色扮演,战术,六自由度",Mozg Labs,Mozg Labs,11,PC,单人,否,96
指挥官基恩,"平台游戏,经典,90 年代,二维,动作,怀旧,复古,科幻,单人,阖家,横向滚屏,冒险",id Software,id Software,18,PC,单人,否,96
The Hex,"独立,单人,剧情丰富,心理恐怖,悬疑,像素图形,好评原声音轨,二维,角色扮演,欢乐,黑暗,多结局,重玩价值,网红,选择取向,冒险,平台游戏,恐怖",Daniel Mullins Games,Daniel Mullins Games,37,PC,单人,否,96
士兵：二战英雄,"策略,二战,大师级,即时战略,历史",Best Way,1C Entertainment,21,PC,单人,否,96
转世之列,"视觉小说,独立,休闲,冒险,动漫,恐怖,单人,心理,悬疑,心理恐怖,剧情丰富,超现实,模拟,黑暗,抽象,极简主义,氛围,选择取向,非线性,多结局",Zeiva Inc,Zeiva Inc,36,PC,单人,否,96
鸽子男友：假日之星,"视觉小说,独立,冒险,动漫,恋爱模拟,剧情丰富,网红,欢乐,单人,恐怖,爱情,好评原声音轨,少女游戏","Mediatonic,The Irregular Corporation",Devolver Digital,36,PC,单人,否,96
被遗忘的小岛,"冒险,生存,抢先体验,像素图形,独立,动作,制作,角色扮演,休闲,沙盒,单人,二维,建造,海盗",Smoodlez,Smoodlez,31,PC,单人,否,96
被驱逐的恶魔：Toko 第0章－序曲,"视觉小说,独立,休闲,动漫,女性主角,裸露,成人,单人",Lupiesoft,Lupiesoft,21,PC,单人,否,96
Florence,"独立,休闲,冒险,剧情丰富,音乐,女性主角,爱情,可爱,唯美,单人,好评原声音轨,风格化",Mountains,Annapurna Interactive,30,PC,单人,是,96
Trackmania2 Lagoon,"竞速,体育,多人,街机",Nadeo,Ubisoft,88,PC,多人,是,96
Marmoset Toolbag 3,"动画制作和建模,设计与插画,实用工具",Marmoset LLC,Marmoset LLC,470,PC,其他,否,96
Oldage,"独立,免费,策略,多人,抢先体验,回合制,暴力","Ed Farage,Bubu",Hmmm Games,,PC,多人,否,96
Miaou Moon,"独立,动作,休闲,太空,平台游戏,可爱,科幻,平台解谜,物理,困难,欢乐,单人,二维,解谜,横向滚屏,生存,好评原声音轨,彩色,角色定制,即时含暂停","Stephane Valverde,Leslie Valverde",Agent Mega,26,PC,单人,否,96
Tower Keepers,"角色扮演,免费,策略,团队角色扮演,多人,寻宝,玩家对战,横向滚屏,回合制,仅鼠标,欲罢不能,冒险,二维",Ninja Kiwi,Ninja Kiwi,免费开玩,PC,多人,否,96
忍者之影：世界末日,"动作,独立,冒险,休闲,策略,平台游戏,忍者,跑酷,好评原声音轨,黑暗,二维,战争,潜行,黑暗奇幻,超級英雄,末日,困难,砍杀,类Rogue,物理",Boogygames Studios,Boogygames Studios,11,PC,单人,否,96
YIIK: A Postmodern RPG,"角色扮演,独立,超现实,回合制战斗,网红,好评原声音轨",Ackk Studios,Ysbryd Games,50,PC,单人,否,96
Formicide,"免费,动作,独立,多人,二维,好评原声音轨,射击","Rock Wall Games, LLC","Rock Wall Games, LLC",免费,PC,多人,否,96
Collective Card Game,"免费,策略,独立,抢先体验,卡牌游戏,多人,可模组化,轻度 Rogue",Odious Studios LLC,Odious Studios LLC,免费开玩,PC,多人,否,96
孤独之狼,"角色扮演,冒险,独立,剧情丰富,奇幻,自选历险体验,回合制,单人,视觉小说",Forge Reply srl,505 Games,48,PC,单人,否,96
Rising Angels: Reborn,"免费,视觉小说,动漫,独立,冒险,模拟,休闲,女性主角,裸露,科幻,成人,爱情,单人,角色扮演,LGBTQ+",IDHAS Studios,Sekai Project,Free to Play,PC,单人,否,96
克苏鲁异闻录,"洛夫克拉夫特式,冒险,角色扮演,独立,暴力,动作,血腥,像素图形",LLC Blini Games,Surefire.Games,50,PC,单人,是,96
The Huntsman: Winter's Curse,"卡牌战斗,冒险,角色扮演,独立,休闲,视觉小说,卡牌游戏,剧情丰富,女性主角,手绘,奇幻,好评原声音轨,回合制战术,战术,电影,团队角色扮演,免费",Desert Owl Games LLC,Desert Owl Games LLC,免费游玩,PC,单人,否,96
Jagged Alliance Online: Reloaded,"策略,角色扮演,独立,回合制",Cliffhanger Productions,Cliffhanger Productions ,,PC,单人,否,95
Sepia Tears,"免费,视觉小说,动漫,独立,休闲,模拟,爱情,冒险,单人,剧情丰富,裸露",Scarlet String Studios,Scarlet String Studios,免费游玩,PC,单人,否,95
Mars Colony: Challenger,"模拟,冒险,独立,角色扮演,太空,火星,生存,科幻",HyperKat Games,HyperKat Games,21,PC,单人,否,95
AVATARIKA,"免费,大型多人在线,模拟",GameXP.com,GameXP.com,免费开玩,PC,大型多人在线,否,95
Mars Colony: Challenger,"模拟,冒险,独立,角色扮演,太空,火星,生存,科幻",HyperKat Games,HyperKat Games,21,PC,单人,否,95
Garfield Kart - Furious Racing,"非主流经典,竞速,好评原声音轨,多人,卡通化,阖家,经典,单人,竞技,动作,猫,街机,休闲,可爱,喜剧,故事架构丰富,欢乐,哲理,第三人称射击,角色扮演",Artefacts Studio,Microids,50,PC,多人,否,95
喵可莉的兔玩偶,"独立,角色扮演,冒险,恐怖,RPG制作大师,可爱,多结局,动漫,日系角色扮演,剧情,女性主角,解谜,悬疑,触控",赤瞳大白猫,赤瞳大白猫,15,PC,单人,是,95
Neverending Nightmares,"恐怖,心理恐怖,独立,氛围,步行模拟,单人,冒险,二维,血腥,鲜血,动作,Kickstarter,生存恐怖,短片,手绘,黑暗,心理,僵尸,大师级",Infinitap Games,Infinitap Games,48,PC,单人,是,95
Signal to Noise,"独立,动作,音乐,街机",Solanimus Inc.,Solanimus Inc.,21,PC,单人,否,95
Noitu Love 2 Devolution,"动作,独立,像素图形,清版动作,平台游戏,横向滚屏,好评原声音轨,女性主角,单人,二维,唯美,怀旧,街机,动漫",Joakim Sandberg,Joakim Sandberg,21,PC,单人,否,95
Kofi Quest: Alpha MOD,"冒险,角色扮演,独立,策略,喜剧,单人,等角,类魂系列",Loftur Studio,Loftur Studio,35,PC,单人,否,95
ReThink,"解谜,第一人称视角,单人,独立,科幻,3D,休闲",Yaeko,Yaeko,36,PC,单人,否,95
Mega Overload,"动作,虚拟现实,街机,射击,怀旧,重玩价值,竞分,机器人,困难,快节奏",Subdream Studios,Subdream Studios,48,PC,单人,否,95
真恋 ~ 寄语枫秋 ~,"视觉小说,恋爱模拟,休闲,独立,冒险,动漫,剧情丰富",SP-time,SP-time,49,PC,单人,是,95
Jagged Alliance Online: Reloaded,"策略,角色扮演,独立,回合制",Cliffhanger Productions,Cliffhanger Productions ,,PC,单人,否,95
ARSLAN: THE WARRIORS OF LEGEND,"动漫,动作,砍杀,本地合作,在线合作","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",158,PC,本地合作,否,95
Sepia Tears,"免费,视觉小说,动漫,独立,休闲,模拟,爱情,冒险,单人,剧情丰富,裸露",Scarlet String Studios,Scarlet String Studios,免费游玩,PC,单人,否,95
Sunrise survival,"动作,生存,独立,冒险,大型多人在线,角色扮演,末日,第一人称射击,多人,开放世界,射击,僵尸,玩家对战,模拟,氛围,沙盒,制作,在线合作,生存恐怖",Fedorov Ilya &amp; Andrew Konovalov,Fedorov Ilya &amp; Andrew Konovalov,15,PC,大型多人在线,否,95
Subsiege,"即时战略,多人在线战术竞技,水底,多人,策略,团队导向,即时战术,大型多人在线,在线合作,抢先体验,竞技,战术,合作,动漫",Icebird Studios,Icebird Studios,70,PC,多人在线战术竞技,否,95
Wasteland 1 - The Original Classic,"角色扮演,末日,经典,回合制,冒险,策略,怀旧,科幻,独立,二维,单人,复古,电脑角色扮演,大师级,像素图形,动作,开放世界,80 年代,好评原声音轨",inXile Entertainment,inXile Entertainment,25,PC,单人,否,95
德鲁伊的对决,"独立,策略,多人,单人,回合战略,战术",Thoughtshelter Games,Surprise Attack ,32,PC,多人,否,95
七日丧期,"冒险,指向 &amp; 点击,独立,黑色,单人,剧情丰富,短片,二维,像素图形,悬疑,经典",Wadjet Eye Games,Wadjet Eye Games,21,PC,单人,否,95
碎片之光,"冒险,指向 &amp; 点击,女性主角,独立,末日,像素图形,氛围,单人,剧情丰富,二维,悬疑,第三人称视角,角色扮演,多结局,解谜,经典,手绘",Wadjet Eye Games,Wadjet Eye Games,21,PC,单人,否,95
战术：星光行动,"策略,二战,战争游戏,坦克,模拟,即时战略,战术,拟真,历史,军事,单人,战争,氛围,即时战术,困难,重玩价值",Graviteam,Graviteam,88,PC,单人,否,95
Odd Realm,"殖民模拟,模拟,策略,独立,抢先体验,基地建设,像素图形,单人,管理,生存,程序生成,制作,氛围,创世神",Unknown Origin Games Inc,Unknown Origin Games Inc,37,PC,单人,否,95
Stargazer Christmas,"冒险,独立,休闲,角色扮演,RPG制作大师",John Wizard,John Wizard,6,PC,单人,否,95
Soup,"策略,动作,独立,抢先体验,模拟",Dewdrop Games,Dewdrop Games,11,PC,单人,否,95
PixelJunk? Monsters 2,"动作,塔防",Q-Games Ltd.,"Spike Chunsoft Co., Ltd.",50,PC,单人,否,95
伊洛曼希,"独立,解谜,第一人称视角,超现实,迷幻,探索,彩色,氛围,抽象,悬疑,科幻,好评原声音轨,动作,心理,困难,冒险,光明会,游戏制作",Anthony Case,Caiysware,15,PC,单人,否,95
Zenge,"解谜,独立,休闲,极简主义,放松,好评原声音轨,单人,短片,氛围",Michal Pawlowski,Hamster On Coke Games,6,PC,单人,是,95
World of Speed,"竞速,大型多人在线,模拟,动作,驾驶,街机,抢先体验,免费","Saber Interactive,Redemption Ark",Mad Dog Games LLC,,PC,大型多人在线,否,95
Lurk in the Dark : Prologue,"免费,恐怖,独立,动作,第一人称视角,单人,剧情丰富,悬疑,黑暗,多人,裸露",IDEA FRUITION,IDEA FRUITION,免费开玩,PC,单人,否,95
DarkMaus,"类魂系列,独立,动作,角色扮演,困难,黑暗奇幻,纵轴,二维",Daniel Wright,Daniel Wright,36,PC,单人,否,95
Avadon: The Black Fortress,"角色扮演,独立,奇幻,等角,回合制,复古,团队角色扮演,网格导向动作,回合制战斗,电脑角色扮演,剧情丰富,二维,单人,怀旧,探索,女性主角,冒险,策略",Spiderweb Software,Spiderweb Software,36,PC,单人,否,94
NEKOPALIVE,"动漫,免费,可爱,虚拟现实,色情内容,休闲,音乐,成人,单人,好评原声音轨,猫,Hentai,动作",NEKO WORKs,Sekai Project,,PC,单人,否,94
Lenna's Inception,"动作,冒险,独立,角色扮演,像素图形,动作冒险,程序生成,二维,轻度 Rogue,本地合作,奇幻,单人,女性主角,动作角色扮演,本地多人,欢乐,科幻,黑色喜剧,喜剧",Bytten Studio,Bytten Studio,37,PC,本地合作,否,94
Hellsplit: Arena,"动作,角色扮演,血腥,虚拟现实,黑暗奇幻,奇幻,恐怖",Deep Type Games,Deep Type Games,80,PC,单人,否,94
Neighbours from Hell,"喜剧,休闲,经典,欢乐,指向 &amp; 点击,解谜,冒险,单人,潜行,策略,大师级,复古,氛围,好评原声音轨,街机,心理恐怖",JoWooD Vienna,THQ Nordic,36,PC,单人,是,94
Minds of Nations,"免费,策略,模拟,大型多人在线,独立,抢先体验","Omnem,CyberSports,Soul Playing Games,Ohm",Soul Playing Games,免费开玩,PC,大型多人在线,否,94
RunningDead,"休闲,独立",PotionC,PotionC,11,PC,单人,是,94
QP Shooting - Dangerous!!,"独立,弹幕射击,动作,清版射击,动漫,可爱,女性主角,单人,好评原声音轨,射击,困难",Orange_Juice,Fruitbat Factory,31,PC,单人,否,94
Mechs & Mercs: Black Talons,"策略,动作,机甲世界,独立,即时战术,模拟,即时战略,科幻,剧情丰富,单人,战争游戏,战争",Camel 101,Camel 101,36,PC,单人,否,94
RunningDead,"休闲,独立",PotionC,PotionC,11,PC,单人,是,94
Winter Voices,"角色扮演,独立,冒险,女性主角,氛围,回合战略,剧情丰富,心理,回合制,单人,等角",Clara Lehenaff,Clara Lehenaff,免费,PC,单人,否,94
Darkness Within: In Pursuit of Loath Nolder,"冒险,恐怖,洛夫克拉夫特式,独立,指向 &amp; 点击,心理恐怖,解谜,氛围,推理,好评原声音轨,第一人称视角",Zoetrope Interactive,Iceberg Interactive,31,PC,单人,否,94
The Stillness of the Wind,"独立,冒险,单人,剧情丰富,女性主角,氛围,模拟,休闲,农业,唯美,情感,好评原声音轨,探索,指向 &amp; 点击,反乌托邦,心理",Memory of God / Lambic Studios,Fellow Traveller,43,PC,单人,是,94
Lenna's Inception,"动作,冒险,独立,角色扮演,像素图形,动作冒险,程序生成,二维,轻度 Rogue,本地合作,奇幻,单人,女性主角,动作角色扮演,本地多人,欢乐,科幻,黑色喜剧,喜剧",Bytten Studio,Bytten Studio,37,PC,本地合作,否,94
Avadon: The Black Fortress,"角色扮演,独立,奇幻,等角,回合制,复古,团队角色扮演,网格导向动作,回合制战斗,电脑角色扮演,剧情丰富,二维,单人,怀旧,探索,女性主角,冒险,策略",Spiderweb Software,Spiderweb Software,36,PC,单人,否,94
Zombie Exodus: Safe Haven,"角色扮演,冒险,独立,文字为基础,自选历险体验,僵尸,选择取向",Hosted Games,Hosted Games,22,PC,单人,否,94
Prince of Persia: The Two Thrones,"动作,冒险,平台游戏,跑酷,第三人称视角,单人,大师级,砍杀,奇幻,时空旅行,时空操控,剧情丰富,潜行,经典,氛围,好评原声音轨",Ubisoft Montreal,Ubisoft,42,PC,单人,否,94
Hellsplit: Arena,"动作,角色扮演,血腥,虚拟现实,黑暗奇幻,奇幻,恐怖",Deep Type Games,Deep Type Games,80,PC,单人,否,94
QP Shooting - Dangerous!!,"独立,弹幕射击,动作,清版射击,动漫,可爱,女性主角,单人,好评原声音轨,射击,困难",Orange_Juice,Fruitbat Factory,31,PC,单人,否,94
Minds of Nations,"免费,策略,模拟,大型多人在线,独立,抢先体验","Omnem,CyberSports,Soul Playing Games,Ohm",Soul Playing Games,免费开玩,PC,大型多人在线,否,94
Transport Giant,"模拟,策略,经济,火车,管理","Fancy Bytes, Reactor",Toplitz Productions,36,PC,单人,否,94
Planet Evolution PC Live Wallpaper,"设计与插画,实用工具,太空,软件,太空模拟",3dm_live_wallpapers,3dm_live_wallpapers,15,PC,其他,是,94
May’s Mysteries: The Secret of Dragonville,"休闲,独立,解谜,隐藏物体",V5 Play,Studio V5,36,PC,单人,否,94
Mysterious Space,"独立,动作,动作类 Rogue,轻度 Rogue,清版射击,像素图形,本地合作",Ben Hendel-Doying,benmakesgames.com,36,PC,本地合作,否,94
Aegis Defenders,"动作,策略,角色扮演,独立,冒险,塔防,像素图形,平台游戏,本地合作,合作,动漫",GUTS Department,Humble Bundle,68,PC,本地合作,否,94
Anderson,"免费,冒险,独立,休闲,虚拟现实",AJRPG,AJRPG,,PC,单人,否,94
Strikers Edge,"动作,独立,像素图形,多人,本地多人,街机,4人本地,分屏,中世纪,快节奏,怀旧",Fun Punch Games,Dear Villagers,50,PC,多人,是,94
Escape from Fortress Lugohm,"独立,角色扮演,动漫,日系角色扮演,女性主角,色情内容,多结局,欢乐,网红,冒险,RPG制作大师,裸露",baron sengia,Kagura Games,39,PC,单人,是,94
Yomi,"策略,独立,卡牌战斗,卡牌游戏,格斗,桌游",Sirlin Games,Sirlin Games,48,PC,单人,否,94
Lightseekers,"免费,策略,卡牌游戏,交易卡牌",PlayFusion,PlayFusion,免费开玩,PC,单人,否,94
BoX -containment-,"独立,休闲,解谜",Memorazer Production,Memorazer Production,11,PC,单人,否,94
The Emerald Maiden: Symphony of Dreams,"休闲,冒险,隐藏物体,指向 &amp; 点击,女性主角,解谜,单人,恐怖,好评原声音轨,剧情丰富,阖家,奇幻,二维,悬疑,独立,氛围",Gogii Games,Artifex Mundi,36,PC,单人,是,94
Belko VR: An Escape Room Experiment,"免费,虚拟现实,策略,休闲,独立,动作,暴力,血腥,解谜,色情内容","Top Right Corner,Yarvo Productions,Paper Crane Games",Top Right Corner,免费开玩,PC,单人,否,94
Hadean Lands,"互动小说,文字为基础,独立,冒险,自选历险体验,解谜,剧情丰富",Zarfhome Software,Zarfhome Software,41,PC,单人,否,94
A-Men 2,"独立,冒险",Bloober Team SA,Bloober Team SA,34,PC,单人,否,94
Downfall,"冒险,独立,剧情丰富,心理恐怖,恐怖,指向 &amp; 点击,氛围,好评原声音轨,黑暗,单人,成人,二维,血腥,剧情,选择取向,解谜",Harvester Games,Screen 7,37,PC,单人,否,94
Banter Schooldays!!,"冒险,独立,推理,动漫,视觉小说",Lingtan Studio,Lingtan Studio,18,PC,单人,是,93
Tech Support: Error Unknown,"模拟,冒险,黑客,独立,剧情丰富,休闲,仅鼠标,管理",Dragon Slumber,Iceberg Interactive,Experience Quasar Spectrum OS for Free,PC,单人,是,93
KUNAI,"独立,动作,冒险,类银河战士恶魔城,忍者,平台游戏,跑酷,好评原声音轨,二维,像素图形,横向滚屏,开放世界,单人,末日,砍杀,探索,机器人,Rogue 恶魔城,动作类 Rogue,类Rogue",TurtleBlaze,"The Arcade Crew,Gamera Games (China)",57,PC,单人,是,93
SURV1V3,"动作,冒险,独立,模拟,虚拟现实,僵尸,血腥,暴力,抢先体验",Candymakers,Candymakers,80,PC,单人,是,93
Dyscourse,"冒险,独立,休闲,模拟,自选历险体验,选择取向,生存,女性主角,单人",Owlchemy Labs,Owlchemy Labs,48,PC,单人,否,93
Unclaimed World,"模拟,策略,独立,生存,科幻,殖民模拟,抢先体验",Refactored Games OÜ,Refactored Games OÜ,65,PC,单人,否,93
Machine Hunt,"动作,独立,第一人称射击,射击,抢先体验",Racing Bros,ANPA.US,15,PC,单人,否,93
Kitty Cat: Jigsaw Puzzles,"猫,休闲,解谜,可爱",EnsenaSoft,EnsenaSoft,6,PC,单人,否,93
Haunted,"冒险,休闲,指向 &amp; 点击,女性主角,单人",dtp Entertainment,Viva Media,48,PC,单人,否,93
Frost,"牌组构建,策略,卡牌游戏,独立,回合制,生存",Jérôme Bodin,Le Studio des Ténèbres,28,PC,单人,否,93
Arsenal of Democracy,"策略,大战略,二战,历史",BL-Logic,Paradox Interactive,36,PC,单人,否,93
Primal Fears,"动作,独立,合作,恐怖,纵轴,僵尸,射击,垂直卷轴射击",DnS Development,DnS Development,36,PC,合作,否,93
Dark Future: Blood Red States,"独立,策略,车辆作战,汽车模拟,游戏工坊,末日,单人,即时,科幻,策略角色扮演,回合制战术,回合战略,物理,动作,驾驶,竞速",Auroch Digital,Auroch Digital,80,PC,单人,否,93
Unclaimed World,"模拟,策略,独立,生存,科幻,殖民模拟,抢先体验",Refactored Games OÜ,Refactored Games OÜ,65,PC,单人,否,93
Fat Chicken,"策略,独立,动作,塔防","Mighty Rabbit Studios,Relevant Games",Relevant Games,,PC,单人,否,93
Just In Time Incorporated,"动作,独立,模拟,虚拟现实,子弹时间,时空操控,物理",Second Wind Interactive,Second Wind Interactive,50,PC,单人,否,93
Cinderella Escape 2 Revenge,"色情内容,裸露,动作,成人,女性主角,独立,动漫,暴力,角色定制,砍杀,单人,清版动作",Hajime Doujin Circle,Hajime Doujin Circle,48,PC,单人,否,93
Main Assembly Beta,"模拟,动作,独立,冒险,物理",Bad Yolk Games,Team17 Digital Ltd,免费,PC,单人,否,93
Dyscourse,"冒险,独立,休闲,模拟,自选历险体验,选择取向,生存,女性主角,单人",Owlchemy Labs,Owlchemy Labs,48,PC,单人,否,93
Wayward Terran Frontier: Zero Falls,"独立,角色扮演,模拟,抢先体验,太空模拟,太空,建造,二维,纵轴",Reason Generator Inc.,Reason Generator Inc.,88,PC,单人,否,93
Riff Racer,"竞速,音乐,汽车模拟,音乐动态生成,独立,休闲,驾驶,街机,节奏,动作,单人,抢先体验,好评原声音轨,多人,氛围",FOAM Entertainment,FOAM Entertainment,37,PC,单人,否,93
Dark Future: Blood Red States,"独立,策略,车辆作战,汽车模拟,游戏工坊,末日,单人,即时,科幻,策略角色扮演,回合制战术,回合战略,物理,动作,驾驶,竞速",Auroch Digital,Auroch Digital,80,PC,单人,否,93
Gyromancer,"角色扮演,解谜,三消,休闲,单人","Square Enix,PopCap Games, Inc.",Square Enix,25,PC,单人,否,93
Bad Rats Show,"网红,好评原声音轨,血腥,重玩价值,休闲,独立,模拟,动作,喜剧,解谜,成人,困难,暴力,黑暗,冷战,非主流经典,单人,教育,大师级,冒险",Invent4 Entretenimento,Strategy First,11,PC,单人,否,93
Symbiotic Love,"独立,休闲,冒险,模拟,视觉小说,血腥,暴力,动漫,悬疑,LGBTQ+",白露社,PeriScope Game,28,PC,单人,是,93
Clatter,"策略,独立,回合制,回合战略,回合制战斗,回合制战术,战术,多人,可爱,角色定制",Facepunch Studios,Facepunch Studios,37,PC,多人,否,93
LAMUNATION! -international-,"色情内容,休闲,冒险,动漫,模拟,视觉小说,裸露,网红",White Powder,"Love Lab, Inc.",43,PC,单人,是,93
Oscura: Lost Light,"独立,冒险,平台游戏,平台解谜,黑暗,单人,风格化,氛围,二维",Chocolate Liberation Front,Surprise Attack ,28,PC,单人,否,93
Marble Skies,"独立,休闲,竞速,动作,冒险,策略,3D 平台,平台游戏,街机,控制器,限时,好评原声音轨,模拟,物理,大师级,第三人称视角,怀旧,单人,抢先体验,阖家",Birdwall Games,Birdwall Games,37,PC,单人,是,93
Ready Player One: OASIS beta,"免费,冒险,动作,虚拟现实,多人,第一人称射击",Directive Games Limited,Vive Studios,免费开玩,PC,多人,是,93
Robo's World: The Zarnok Fortress,"动作,独立,平台游戏","Bluish-Green Productions,Throw Away Games",Bluish-Green Games Inc.,36,PC,单人,否,93
Cockroach Simulator,"模拟,独立,多人,欢乐,裸露,网红,心理恐怖,生存恐怖,恐怖",HFM Games,HFM Games,6,PC,多人,否,93
Cult of the Wind,"独立,动作,多人,大师级,欢乐,飞行,第三人称射击",North of Earth,North of Earth,37,PC,多人,否,93
Miner Meltdown,"独立,动作,多人,二维,平台游戏,合作,采矿,像素图形,横向滚屏,休闲,在线合作,团队导向,僵尸,好评原声音轨,欢乐",Mighty Pebble Games Inc,Throwback Entertainment,28,PC,多人,否,93
Mortal Royale,"免费,裸露,暴力,血腥,动作,抢先体验,大逃杀,多人,大型多人在线,第一人称视角,角色扮演,奇幻,玩家对战,黑暗奇幻,独立,生存,第一人称射击,战术,困难,策略",Star Vault AB,Star Vault AB,免费开玩,PC,多人,否,93
A Robot Named Fight,"Rogue 恶魔城,动作类 Rogue,类银河战士恶魔城,动作,独立,轻度 Rogue,血腥,暴力,程序生成,像素图形,平台游戏,二维,怀旧",Morningstar Game Studio,Morningstar Game Studio,43,PC,单人,否,92
Marcus Level,"休闲,动作,冒险,平台游戏",3DDUO,"Fun4Family,Plug In Digital",25,PC,单人,否,92
Reign of Darkness,"冒险,角色扮演,大型多人在线,独立,休闲,策略,抢先体验",Unorthodox Studio,Unorthodox Studio,70,PC,大型多人在线,否,92
P·O·L·L·E·N,"冒险,科幻,氛围,探索,第一人称视角,科学,灵异,迷幻,独立,虚拟现实,步行模拟",Mindfield Games,Mindfield Games,36,PC,单人,否,92
Paranormal Activity: The Lost Soul,"虚拟现实,恐怖,血腥,冒险,角色扮演,暴力,生存恐怖,单人,独立,抢先体验,心理恐怖",VRWERX,VRWERX,90,PC,单人,否,92
Get Over Here,"动作,独立",Reload Games Studio,Strategy First,36,PC,单人,否,92
Loot Rascals,"独立,角色扮演,冒险,六角格棋盘,类Rogue,轻度 Rogue,策略,卡牌游戏,二维",Hollow Ponds,Hollow Ponds,48,PC,单人,否,92
Liquid Pinball,"独立,休闲,单人,放松,解谜,阖家",RunServer,RunServer,6,PC,单人,否,92
Dementium II HD,"恐怖,动作,冒险,独立,第一人称射击,第一人称视角,单人,血腥",Memetic Games,Missing Link Games,11,PC,单人,否,92
Idle Guardians,"免费,角色扮演,独立,冒险",Blade Fire Studios,Blade Fire Studios,免费开玩,PC,单人,否,92
Synth Riders,"动作,独立,休闲,节奏,音乐,虚拟现实,好评原声音轨,怀旧,困难,体育,第一人称视角,单人,快节奏,抢先体验,可模组化",Kluge Interactive,Kluge Interactive,70,PC,单人,否,92
Shoppy Mart: Steam Edition,"独立,休闲,模拟",Pezomi,Pezomi,21,PC,单人,否,92
A Wise Use of Time,"角色扮演,独立,选择取向,自选历险体验,互动小说,文字为基础,LGBTQ+",Choice of Games,Choice of Games,26,PC,单人,否,92
Adventure of a Lifetime,"休闲,冒险,模拟,视觉小说,动漫,裸露,单人",MoeNovel,MoeNovel,43,PC,单人,是,92
1931: Scheherazade at the Library of Pergamum,"模拟,角色扮演,独立,视觉小说,女性主角,休闲,少女游戏,单人,恋爱模拟,动漫,爱情,剧情丰富","Black Chicken Studios, inc.","Black Chicken Studios, inc.",50,PC,单人,否,92
illumine,"动作,独立,冒险,动作类 Rogue,轻度 Rogue,好评原声音轨,试验性,抽象,程序生成,类Rogue",Dejima,Dejima,25,PC,单人,否,92
Super Mega Bob,"独立,动作,冒险",Jenito,Jenito,21,PC,单人,否,92
Super Mega Bob,"独立,动作,冒险",Jenito,Jenito,21,PC,单人,否,92
Virtual Hero VR,"免费,虚拟现实","La Frontera VR,Zeppelin TV",MOVISTAR+,免费,PC,单人,否,92
illumine,"动作,独立,冒险,动作类 Rogue,轻度 Rogue,好评原声音轨,试验性,抽象,程序生成,类Rogue",Dejima,Dejima,25,PC,单人,否,92
Corona Blossom Vol.2 The Truth From Beyond,"休闲,裸露,视觉小说,动漫,冒险,色情内容,可爱",Frontwing,Frontwing USA,45,PC,单人,是,92
Swapperoo,"独立,休闲,解谜,三消",Fallen Tree Games Ltd,Fallen Tree Games Ltd,21,PC,单人,否,92
Reign of Darkness,"冒险,角色扮演,大型多人在线,独立,休闲,策略,抢先体验",Unorthodox Studio,Unorthodox Studio,70,PC,大型多人在线,否,92
The Expression Amrilato,"冒险,女性主角,视觉小说,动漫,独立,LGBTQ+,爱情,教育,裸露,可爱,单人,剧情丰富,色情内容",SukeraSparo,"MangaGamer,mirai works",80,PC,单人,是,92
