游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
One Small Fire At A Time,"独立,休闲,冒险,视觉小说,动漫",Kidalang,Culture Select,36,PC,单人,否,41
Deathless: The City's Thirst,"角色扮演,独立,选择取向,自选历险体验,文字为基础",Choice of Games,Choice of Games,18,PC,单人,否,41
Voyage to Farland,"类Rogue,角色扮演,冒险,独立,不可思议迷宫,回合制",Peculiar Games,Peculiar Games,25,PC,单人,否,41
AccuRC 2,"模拟,竞速,体育,飞行",trasnatech,trasnatech,AccuRC 2 Limited Demo,PC,单人,否,41
Kings of Israel,"策略,休闲,独立,桌游","Alastair John Jack,Lance Hill",Funhill Games,22,PC,单人,否,41
Starport Delta,"策略,模拟,独立,基地建设,太空,太空模拟,城市营造,科幻,资源管理,建造,沙盒,即时战略,重玩价值,六角格棋盘,外星人,氛围,即时,阖家,未来,单人",Cloudfire Studios,Cloudfire Studios,80,PC,单人,否,41
HACK_IT,"独立,休闲,冒险,模拟,动作,黑客,角色扮演,策略,二维,单人,视觉小说,犯罪,互动小说,氛围,好评原声音轨,短片,放松,解谜,打字,剧情丰富",Dan_D,Dan_D,47,PC,单人,否,41
Demon Peak,"动作,冒险,独立,类银河战士恶魔城,像素图形,二维,平台游戏,怀旧",Kajak Games,Kajak Games,21,PC,单人,否,41
SMILE GAME BUILDER,"游戏开发,网络出版,设计与插画",SmileBoom Co.Ltd.,SmileBoom Co.Ltd.,182,PC,其他,否,41
NiGHTS into Dreams...,"冒险,经典,好评原声音轨,超现实,竞分,怀旧,动作,彩色,单人,平台游戏,伪3D,飞行,重制,大师级,氛围,阖家,奇幻,街机,女性主角",SEGA,SEGA,31,PC,单人,否,41
Psychocat: The Answer,"独立,休闲,动作,迷幻",Chewa,Chewa,6,PC,单人,否,41
No70: Eye of Basir,"冒险,独立,恐怖,解谜,步行模拟,心理恐怖,惊悚,氛围,第一人称视角",Oldmoustache Gameworks,Artcom FZC,15,PC,单人,是,41
Faces of Illusion: The Twin Phantoms,"冒险,休闲,隐藏物体,指向 &amp; 点击,解谜,恐怖,奇幻,独立,剧情丰富,好评原声音轨,二维,氛围,单人,阖家,悬疑,女性主角",Moonrise Interactive,Artifex Mundi,36,PC,单人,是,41
Delicious - Emilys Christmas Carol,"休闲,冒险,独立,时间管理,阖家","Blue Giraffe,GameHouse",GameHouse,39,PC,单人,是,41
Racecar.io,"免费,竞速,大型多人在线,多人","Kastriot Sulejmani,Brayden Myers",KasSanity,免费开玩,PC,大型多人在线,否,41
Wheely,"冒险,解谜,休闲,阖家,独立,单人,二维,角色动作,心理恐怖",Mana Potion Studios,Mana Potion Studios,11,PC,单人,否,41
Countryballs: Over The World,"独立,冒险,网红,休闲",Divertic,Garage Games,6,PC,单人,否,41
Downward,"跑酷,第一人称视角,冒险,独立,开放世界,单人,平台游戏,奇幻,动作,科幻,氛围,解谜,好评原声音轨,剧情丰富,困难,休闲,3D 平台,短片,阖家,抢先体验",Caracal Games,IndieGala,36,PC,单人,否,40
Planet Alcatraz 2,"角色扮演,冒险,喜剧",1C Company,1C Company,21,PC,单人,否,40
Maximum Override,"动作,模拟,独立,休闲,毁灭,沙盒,抢先体验,虚拟现实",Alientrap,Alientrap,28,PC,单人,否,40
Azusa Online,"角色扮演,大型多人在线,独立,策略,像素图形,开放世界,剧情丰富,回合制,奇幻,二维,动漫,策略角色扮演,回合战略,建造,沙盒,在线合作,制作,生存,经济,怀旧",Inutaishos,Inutaishos,免费游玩,PC,大型多人在线,否,40
Downward,"跑酷,第一人称视角,冒险,独立,开放世界,单人,平台游戏,奇幻,动作,科幻,氛围,解谜,好评原声音轨,剧情丰富,困难,休闲,3D 平台,短片,阖家,抢先体验",Caracal Games,IndieGala,36,PC,单人,否,40
International Basketball Manager,"体育,独立,策略,抢先体验,篮球",U-Play Online,U-Play Online,37,PC,单人,否,40
Double Kick Heroes,"节奏,好评原声音轨,抢先体验,音乐,像素图形,僵尸,动作,独立,单人,二维,关卡编辑,怀旧,街机,射击,清版射击,喜剧,快节奏,奔跑,弹幕射击,困难",Headbang Club,"Headbang Club,Hound Picked Games,WhisperGames,Kakehashi",70,PC,单人,是,40
After the Empire,"策略,模拟,独立,太空",Goatee Games,Goatee Games,31,PC,单人,否,40
Demon Club,"动作,独立,角色扮演",JinDing Chen,JinDing Chen,28,PC,单人,是,40
Bitcoin,"休闲,模拟,独立,轻游戏,网红,仅鼠标,二维,放松,经济,单人,音乐,街机,管理,资源管理,氛围,极简主义,指向 &amp; 点击,像素图形,怀旧,体素",RewindApp,RewindApp,6,PC,单人,否,40
Prime Mover,"独立,模拟,编程,解谜,单人,科幻,困难,教育,好评原声音轨,科学,像素图形",4Bit Games,4Bit Games,22,PC,单人,否,40
PLAY WITH ME,"冒险,独立,休闲,动作,模拟,免费,恐怖,策略,体育,竞速,指向 &amp; 点击,解谜,单人,困难,控制器,小游戏,试验性,暴力,色情内容,体验",Airem,Airem,15,PC,单人,是,40
Music Maker Steam Edition,"音频制作,免费,软件,音乐",MAGIX Software GmbH,MAGIX Software GmbH,免费开玩,PC,其他,否,40
Deep Sixed,"独立,动作,模拟,冒险,策略,动作类 Rogue,轻度 Rogue,太空,生存,末日,科幻,人工智能,氛围,单人,欢乐,选择取向,困难,黑色喜剧,类Rogue,喜剧","LRDGames, Inc.","LRDGames, Inc.",43,PC,单人,否,40
Garden of the Sea,"模拟,休闲,独立,抢先体验,虚拟现实",Neat Corporation,Neat Corporation,26,PC,单人,否,40
Startup Freak,"模拟,策略,独立,管理,经济,沙盒,建造,单人,指向 &amp; 点击",PulPul Games,PulPul Games,41,PC,单人,否,40
Larva Mortus,"动作,独立,纵轴,恐怖,射击,角色扮演,街机,垂直卷轴射击,僵尸,休闲,二维,单人,怀旧,冒险,氛围",Meridian4,Meridian4,21,PC,单人,否,40
Zwei: The Arges Adventure,"角色扮演,动作,好评原声音轨,可爱,日系角色扮演,动漫,动作角色扮演,二维,女性主角",Nihon Falcom,"XSEED Games,Marvelous USA, Inc.",50,PC,单人,否,40
慢性时钟,"视觉小说,裸露,休闲,冒险,动漫,时空旅行,剧情丰富,色情内容,时空操控,可爱,多结局,爱情,选择取向,众筹",Purple Software,Sekai Project,88,PC,单人,否,40
March to Glory,"策略,历史,回合制",Shenandoah Studio,Slitherine Ltd.,70,PC,单人,否,40
刺客诅咒,"冒险,角色扮演,独立,自选历险体验",Tin Man Games,Tin Man Games,21,PC,单人,否,40
Auf Abwegen,"免费,独立,冒险,二维",Kindman,InSayn,免费开玩,PC,单人,否,40
Dollhouse,"恐怖,冒险,裸露,动作,独立,多人,黑色,生存恐怖,女性主角,氛围,解谜,推理,心理恐怖,剧情丰富,单人,鲜血,生存,单线剧情,第一人称视角,好评原声音轨",Creazn Studio,SOEDESCO Publishing,70,PC,多人,是,40
Highlands,"独立,策略,角色扮演,回合制,蒸汽朋克,单人",Burrito Studio,Burrito Studio,21,PC,单人,否,40
Perspective,"独立,解谜,平台解谜",Widdershins,DigiPen Institute of Technology,免费,PC,单人,否,40
Bathory - The Bloody Countess,"冒险,独立,休闲,隐藏物体,单人",Absolutist Ltd.,Absolutist Ltd.,25,PC,单人,否,40
World of Myths,"免费,策略,卡牌游戏,抢先体验,交易卡牌,独立,回合战略,多人,神话,卡牌战斗,电竞",Rebellious Software,Rebellious Software,免费开玩,PC,多人,否,40
Poly Universe,"模拟,策略,独立,抢先体验",Pouchmouse,Pouchmouse,37,PC,单人,否,40
Sam & Max Hit the Road,"冒险,指向 &amp; 点击,解谜,90 年代,非主流经典,欢乐,鲜血,单人,好评原声音轨,剧情丰富,美国,怀旧,喜剧,经典,重制,像素图形",Lucasfilm,"Lucasfilm,Disney",26,PC,单人,否,40
Touhou Shoujo Tale of Beautiful Memories / 東方少女綺想譚,"角色扮演,独立,像素图形,女性主角,信仰,日系角色扮演,动漫",The N Main Shop,DLsite,90,PC,单人,是,40
A.R.E.S. Extinction Agenda EX,"动作,独立,平台游戏,横向滚屏,机器人,二维,类银河战士恶魔城,好评原声音轨,伪3D,科幻",Extend Studio,ORiGO GAMES,37,PC,单人,否,40
Lets Beats,"动作,独立,休闲",JY Games,JY Games,6,PC,单人,否,40
Black Ice,"角色扮演,独立,动作,赛博朋克,第一人称射击,抢先体验,合作,在线合作,黑客,单人,多人,第一人称视角,动作类 Rogue,轻度 Rogue,射击,玩家对战,开放世界,类Rogue,好评原声音轨,重玩价值",Super Duper Garrett Cooper,Super Duper Game Company,48,PC,合作,否,40
社交正义战士,"独立,休闲,网红,角色扮演,讽刺,像素图形,模拟,欢乐,回合制战斗,恐怖,拟真",Nonadecimal Creative,Nonadecimal Creative,32,PC,单人,否,40
Sakura Sakura,"色情内容,裸露,视觉小说,动漫,恋爱模拟,休闲,独立,爱情,可爱,二维,剧情丰富",Hiqosoft,Sol Press,103,PC,单人,否,40
"Once Bitten, Twice Dead","动作,冒险,休闲,大型多人在线,独立,角色扮演,策略,模拟,僵尸",Gamestarters,"Gamestarters Publisher,Gamestarter's",,PC,大型多人在线,否,40
Trouble Witches Origin - Episode1 Daughters of Amalgam -,"独立,动作,动漫,清版射击,弹幕射击,女性主角,可爱,街机,二维",Studio SiestA,"Rocket-Engine Co.,Ltd.",36,PC,单人,否,40
Trouble Witches Origin - Episode1 Daughters of Amalgam -,"独立,动作,动漫,清版射击,弹幕射击,女性主角,可爱,街机,二维",Studio SiestA,"Rocket-Engine Co.,Ltd.",36,PC,单人,否,40
"Destiny's Princess: A War Story, A Love Story","冒险,少女游戏,视觉小说,动漫,女性主角,剧情丰富",Dogenzaka Lab,Dogenzaka Lab,52,PC,单人,是,40
Auf Abwegen,"免费,独立,冒险,二维",Kindman,InSayn,免费开玩,PC,单人,否,40
Village Feud,"动作,独立,策略,多人",Poly Studios,Poly Studios,18,PC,多人,否,40
Allumette,"独立,休闲,虚拟现实,电影,免费",Penrose Studios,Penrose Studios,免费开玩,PC,单人,否,40
Sky Gamblers: Storm Raiders,"动作,飞行,模拟,独立,街机,二战,多人",Atypical Games,Atypical Games,36,PC,多人,是,40
Black Ice,"角色扮演,独立,动作,赛博朋克,第一人称射击,抢先体验,合作,在线合作,黑客,单人,多人,第一人称视角,动作类 Rogue,轻度 Rogue,射击,玩家对战,开放世界,类Rogue,好评原声音轨,重玩价值",Super Duper Garrett Cooper,Super Duper Game Company,48,PC,合作,否,40
World of Myths,"免费,策略,卡牌游戏,抢先体验,交易卡牌,独立,回合战略,多人,神话,卡牌战斗,电竞",Rebellious Software,Rebellious Software,免费开玩,PC,多人,否,40
Wanderer of Teandria,"独立,动作,冒险,平台游戏,单人,二维,困难,休闲",Silentplaygames,Silentplaygames,21,PC,单人,否,40
皓月空华,"免费,冒险,休闲,角色扮演,独立,策略,模拟,RPG制作大师",ZCH字母君,0Cube,免费游玩,PC,单人,是,40
March to Glory,"策略,历史,回合制",Shenandoah Studio,Slitherine Ltd.,70,PC,单人,否,40
Bomb Squad Academy,"休闲,独立,模拟,策略,解谜",Systemic Games,Systemic Games,21,PC,单人,否,40
A.R.E.S. Extinction Agenda EX,"动作,独立,平台游戏,横向滚屏,机器人,二维,类银河战士恶魔城,好评原声音轨,伪3D,科幻",Extend Studio,ORiGO GAMES,37,PC,单人,否,40
Night Trap - 25th Anniversary Edition,"动作,全动态影像,恐怖,单人,经典,冒险,90 年代,指向 &amp; 点击,非主流经典,重制,女性主角",Screaming Villains,Screaming Villains,48,PC,单人,否,40
Puzzle Dimension,"解谜,独立,休闲,单人",Doctor Entertainment AB,Doctor Entertainment AB,15,PC,单人,是,40
Hellenica,"回合制战术,策略,角色扮演,战术,战术角色扮演,策略角色扮演,独立,回合战略,像素图形,等角,日系角色扮演,女性主角",The Dragonloft,The Dragonloft,37,PC,单人,否,40
Graze Counter,"动作,清版射击,休闲,弹幕射击,动漫,像素图形,街机,女性主角,独立,二维,好评原声音轨,单人,可爱,科幻,90 年代,困难,剧情丰富,机甲世界,黑暗奇幻,故事架构丰富",Bikkuri Software,Henteko Doujin,36,PC,单人,是,40
Captain Starshot,"免费,冒险,独立,动作,迷宫探索,轻度 Rogue,单人,太空,角色扮演,程序生成,科幻,清版射击,弹幕射击,困难,外星人,抢先体验,永久死亡,欢乐,重玩价值,好评原声音轨",Double Door Games,"Double Door Games,Breda University of Applied Sciences",免费,PC,单人,否,40
The Eternal Castle [REMASTERED],"冒险,独立,动作,赛博朋克,像素图形,怀旧,二维,过场动画,好评原声音轨,横向滚屏,氛围,科幻,重制,经典,大师级,困难,平台游戏,单人,本地合作,平台解谜","Leonard Menchiari,Daniele Vicinanzo,Giulio Perrone",Playsaurus,19,PC,单人,否,40
Albino Lullaby: Episode 1,"冒险,独立,动作,恐怖,超现实,氛围,心理恐怖,虚拟现实,单人,第一人称视角",Ape Law,Ape Law,37,PC,单人,否,40
Pierhead Arcade,"模拟,独立,休闲,虚拟现实,沙盒,抢先体验,街机",Mechabit Ltd,Mechabit Ltd,37,PC,单人,否,40
破碎封印,"动作,独立,角色扮演,虚拟现实,声控,开放世界",XAREA,XAREA,38,PC,单人,是,40
Escape from Monkey Island?,"冒险,经典,指向 &amp; 点击,喜剧,单人,解谜,欢乐,海盗,非主流经典,好评原声音轨,剧情丰富,90 年代,大师级,怀旧",LucasArts,"Lucasfilm,Disney",28,PC,单人,否,40
IQ Test,"免费,冒险,休闲,策略,独立,模拟,体育",Star Legion,Star Legion,免费开玩,PC,单人,否,40
迷题世界2,"休闲,独立,策略,解谜,单人",Ideas Pad,Puzzler,21,PC,单人,否,40
Dollhouse,"恐怖,冒险,裸露,动作,独立,多人,黑色,生存恐怖,女性主角,氛围,解谜,推理,心理恐怖,剧情丰富,单人,鲜血,生存,单线剧情,第一人称视角,好评原声音轨",Creazn Studio,SOEDESCO Publishing,70,PC,多人,是,40
Reign of the Succubus,"冒险,独立,角色扮演,裸露,动漫,色情内容,日系角色扮演,网红,RPG制作大师,欢乐",TechnoBrake,Kagura Games,29,PC,单人,是,40
50 years,"策略,独立,回合战略,回合制,单人,休闲",Aleksandr Golovkin,Aleksandr Golovkin,22,PC,单人,否,40
The Bradwell Conspiracy,"冒险,休闲,独立,剧情丰富",A Brave Plan,Bossa Studios,70,PC,单人,是,40
Luxor Evolved,"休闲,动作,独立,三消,街机,解谜",MumboJumbo,MumboJumbo,36,PC,单人,否,40
超能英雄重生之双子,"动作,冒险,女性主角,时空操控,第一人称视角,超級英雄,时空旅行,第一人称射击,单人",Phosphor Games,Phosphor Games,15,PC,单人,是,40
Warden: Melody of the Undergrowth,"动作,冒险,角色扮演,独立,3D 平台,平台游戏,风格化,彩色,剑术,平台解谜,多结局,故事架构丰富,角色动作,物品管理,90 年代",Cardboard Keep,Cardboard Keep,70,PC,单人,否,40
隐秘行动,"模拟,冒险,经典,像素图形","MicroProse Software, Inc","Retroism,Nightdive Studios",28,PC,单人,否,40
Gear Gauntlet,"动作,独立,休闲,竞速",Drop Dead Interactive,Drop Dead Interactive,28,PC,单人,否,40
Half-Life: A Place in the West,"独立,漫画,色情内容,暴力,裸露,血腥,剧情丰富,反乌托邦,科幻,免费,氛围,外星人,动作,冒险,剧情","Michael Pelletier,Ross Joseph Gardner","Michael Pelletier,Ross Joseph Gardner",免费,PC,单人,否,40
Seventh Circle,"冒险,独立,休闲,视觉小说",Rock Candy Games,Rock Candy Games,41,PC,单人,否,40
The NADI Project,"免费,冒险,第一人称视角,生存,多人,独立,探索,恐怖,悬疑,剧情丰富,指向 &amp; 点击,短片,好评原声音轨,休闲,互动小说,解谜,单人,沙盒,氛围,黑暗",Monkeys Tales Studio,Monkeys Tales Studio,免费游玩,PC,多人,否,40
大缠斗,"独立,动作,平台游戏,困难,快节奏,合作,二维,像素图形,本地合作,本地多人,关卡编辑,多人,迷幻,彩色,怀旧,街机,好评原声音轨,4人本地,忍者,单人",Anthony Case,Caiysware,22,PC,合作,否,40
Heroes of Myth,"冒险,独立,角色扮演,选择取向,剧情丰富,女性主角,文字为基础,LGBTQ+,自选历险体验",Choice of Games,Choice of Games,28,PC,单人,否,40
大缠斗,"独立,动作,平台游戏,困难,快节奏,合作,二维,像素图形,本地合作,本地多人,关卡编辑,多人,迷幻,彩色,怀旧,街机,好评原声音轨,4人本地,忍者,单人",Anthony Case,Caiysware,22,PC,合作,否,40
World of Myths,"免费,策略,卡牌游戏,抢先体验,交易卡牌,独立,回合战略,多人,神话,卡牌战斗,电竞",Rebellious Software,Rebellious Software,免费开玩,PC,多人,否,40
Gear Gauntlet,"动作,独立,休闲,竞速",Drop Dead Interactive,Drop Dead Interactive,28,PC,单人,否,40
Auf Abwegen,"免费,独立,冒险,二维",Kindman,InSayn,免费开玩,PC,单人,否,40
Captain Starshot,"免费,冒险,独立,动作,迷宫探索,轻度 Rogue,单人,太空,角色扮演,程序生成,科幻,清版射击,弹幕射击,困难,外星人,抢先体验,永久死亡,欢乐,重玩价值,好评原声音轨",Double Door Games,"Double Door Games,Breda University of Applied Sciences",免费,PC,单人,否,40
缤纷彩带,"休闲,解谜,策略,独立,放松",Graveck,GLITCH,32,PC,单人,是,40
A.R.E.S. Extinction Agenda EX,"动作,独立,平台游戏,横向滚屏,机器人,二维,类银河战士恶魔城,好评原声音轨,伪3D,科幻",Extend Studio,ORiGO GAMES,37,PC,单人,否,40
Bridge! 2,"模拟,休闲,策略,放松,可模组化,沙盒,物理,拟真,单人,彩色,重玩价值,阖家",toxtronyx interactive GmbH,Aerosoft GmbH,48,PC,单人,否,40
Seventh Circle,"冒险,独立,休闲,视觉小说",Rock Candy Games,Rock Candy Games,41,PC,单人,否,40
Bliss Maze(极乐迷宫),"动作,独立,血腥,暴力,冒险,大型多人在线,角色扮演",MagicK,MagicK,32,PC,大型多人在线,是,40
Jerry Rice & Nitus' Dog Football,"体育,心理恐怖",JUDOBABY INC.,JUDOBABY INC.,15,PC,单人,否,40
March to Glory,"策略,历史,回合制",Shenandoah Studio,Slitherine Ltd.,70,PC,单人,否,40
炼金术师的觉醒,"开放世界生存制作,独立,沙盒,动作,制作,开放世界,生存,奇幻,魔法,抢先体验,多人,第一人称视角",Osaris Games,Osaris Games,37,PC,多人,否,40
Along the Edge,"独立,视觉小说,女性主角,剧情丰富,选择取向,爱情,悬疑,单人,自选历险体验,触控,仅鼠标,互动小说,漫画",Nova-box,Nova-box,43,PC,单人,是,39
尸体派对2：死亡病患,"血腥,暴力,角色扮演,独立,动漫,恐怖,裸露",GrisGris,"XSEED Games,Marvelous USA, Inc.",37,PC,单人,否,39
サバイバルメソッド Survival Method,"动作,冒险,独立,裸露,生存,血腥,暴力,抢先体验,女性主角,动漫,僵尸",AjiGohanGames,AjiGohanGames,57,PC,单人,否,39
Lunar Stone: Origin of Blood,"动作,冒险,血腥,暴力,裸露,第一人称射击,虚拟现实",Zenox Studio,"GQJoy Co.,Ltd",22,PC,单人,否,39
Smile For Me,"独立,冒险,休闲,心理恐怖,可爱,解谜,第一人称视角,指向 &amp; 点击,恐怖,LGBTQ+","Gabe Lane,Yugo Limbo",LimboLane,43,PC,单人,否,39
Dungeon Dreams,"角色扮演,动漫,日系角色扮演,恋爱模拟,RPG制作大师,奇幻,迷宫探索,城市营造,模拟,轻度 Rogue",DDreams Games,DDreams Games,39,PC,单人,否,39
Labyrinth of the Witch,"角色扮演,像素图形,女性主角,类Rogue,二维,动漫,不可思议迷宫","ORANGE CUBE, INC.","ORANGE CUBE, INC.",96,PC,单人,否,39
Granny: Chapter Two,"冒险,独立,血腥,恐怖,暴力,黑暗,潜行",DVloper,DVloper,22,PC,单人,否,39
破坏连队：太平洋中队WWII,"动作,模拟,飞行",Trickstar Games,Mad Catz,,PC,单人,否,39
死亡边缘,"生存,冒险,独立,动作,女性主角,单人,第一人称视角,氛围,黑暗,好评原声音轨,困难,控制器,恐怖,生存恐怖,开放世界,心理恐怖",Orthogonal Games,Orthogonal Games,32,PC,单人,否,39
Everyday Baseball VR,"模拟,体育,角色扮演,虚拟现实",WISECAT,WISECAT,50,PC,单人,否,39
单色调,"独立,冒险,平台游戏,解谜,氛围,平台解谜,反乌托邦,伪3D,单人,悬疑,恐怖,横向滚屏,困难,短片,黑暗",Nowhere Studios,Nowhere Studios,Monochroma Demo,PC,单人,是,39
Bone Voyage,"免费,冒险,独立,单人,第三人称视角,剧情丰富,探索,欢乐,喜剧,多人,阖家,可爱,氛围,彩色,抢先体验,生存,开放世界",Team Cobblestone,Breda University of Applied Sciences,免费,PC,单人,否,39
PC Futbol Stars,"休闲,免费,体育,独立",Rashin Game Studio,IDC/Games,免费开玩,PC,单人,否,39
Fifty-One Ice,"动作,暴力,喜剧,砍杀,动漫,本地合作,合作,等角",GRASSHOPPER MANUFACTURE INC.,Marvelous Inc.,238,PC,本地合作,是,39
Nanotale：打字编年史,"冒险,打字,探索,角色扮演,氛围,剧情丰富,女性主角,独立,动作角色扮演,魔法,记叙,唯美,好评原声音轨,解谜,放松,奇幻,彩色,抢先体验",Fishing Cactus,"Fishing Cactus,Plug In Digital,2PGames",50,PC,单人,是,39
Dark Fall: Ghost Vigil,"冒险,独立,指向 &amp; 点击,恐怖,悬疑,剧情丰富,灵异",Darkling Room,Darkling Room,50,PC,单人,否,39
吉娜姐妹2D,"独立,平台游戏,动作,女性主角,怀旧,经典,二维,单人",Kasaa Solution,"HandyGames,Black Forest Games",31,PC,单人,否,39
Scratches: Director's Cut,"冒险,恐怖,指向 &amp; 点击,氛围,第一人称视角,悬疑,剧情丰富,推理调查,黑暗,心理恐怖,独立,非线性,大师级,解谜",Nucleosys,Nucleosys,,PC,单人,否,39
The Sea Eternal,"独立,冒险,角色扮演,剧情丰富,选择取向,女性主角,LGBTQ+,自选历险体验,文字为基础",Choice of Games,Choice of Games,26,PC,单人,否,39
超级间谍,"独立,平台游戏,潜行,好评原声音轨,困难,像素图形,动作,怀旧,二维,单人,忍者,黑色,过场动画,剧情丰富",TURBOGUN,TURBOGUN,36,PC,单人,否,39
爆破专家,"动作,独立,多人,体素",Eyebrow Interactive,Eyebrow Interactive,36,PC,多人,否,39
1993 Space Machine,"独立,动作,清版射击,弹幕射击,本地合作,单人,4人本地,科幻,横向滚屏,本地多人","Exceed,Limit Break",Limit Break,41,PC,本地合作,否,39
秘密组织5：隐秘王国,"休闲,冒险,隐藏物体,指向 &amp; 点击,女性主角,奇幻,解谜,恐怖,龙,单人,氛围,阖家,悬疑,二维,剧情丰富,好评原声音轨,独立",Sunward Games,Artifex Mundi,36,PC,单人,是,39
克拉文庄园,"恐怖,冒险,独立,动作,解谜,免费,第一人称视角,短片",Demon Wagon Studios,Demon Wagon Studios,免费游玩,PC,单人,否,39
我们的帝国矿工,"独立,休闲,角色扮演,科幻,太空,街机,氛围,解谜,悬疑",Curtis Holt,Curtis Holt,26,PC,单人,否,39
Castle of Shikigami 式神の城,"动作,清版射击,弹幕射击,街机,动漫","Cosmo Machia,Alfa System",Degica,40,PC,单人,否,39
FOX n FORESTS,"动作,冒险,独立,角色扮演,像素图形,平台游戏,二维,单人,怀旧","Bonus Level Entertainment,Independent Arts Software",EuroVideo Medien ,37,PC,单人,否,39
Combat Air Patrol 2,"模拟,飞行,军事,策略,动作,独立,抢先体验,冒险,虚拟现实,战争,拟真,射击,开放世界,单人,海军,第一人称视角,沙盒,可模组化,氛围,TrackIR",Sim155 Limited,Sim155 Limited,88,PC,单人,否,39
1993 Space Machine,"独立,动作,清版射击,弹幕射击,本地合作,单人,4人本地,科幻,横向滚屏,本地多人","Exceed,Limit Break",Limit Break,41,PC,本地合作,否,39
The Sea Eternal,"独立,冒险,角色扮演,剧情丰富,选择取向,女性主角,LGBTQ+,自选历险体验,文字为基础",Choice of Games,Choice of Games,26,PC,单人,否,39
Nanotale：打字编年史,"冒险,打字,探索,角色扮演,氛围,剧情丰富,女性主角,独立,动作角色扮演,魔法,记叙,唯美,好评原声音轨,解谜,放松,奇幻,彩色,抢先体验",Fishing Cactus,"Fishing Cactus,Plug In Digital,2PGames",50,PC,单人,是,39
活尸战棋,"策略,独立,僵尸,像素图形,二维,回合制,生存,回合战略,回合制战术,困难",PINIX,PINIX,41,PC,单人,是,39
The Nest,"抢先体验,动作,独立,模拟,体育,虚拟现实",invrse studios,invrse studios,免费游玩,PC,其他,否,39
尸体派对2：死亡病患,"血腥,暴力,角色扮演,独立,动漫,恐怖,裸露",GrisGris,"XSEED Games,Marvelous USA, Inc.",37,PC,单人,否,39
Nemesis Perspective,"动作,独立,虚拟现实,非对称 VR,本地多人",Evocat Games,Kajak Games,免费开玩,PC,本地多人,否,39
我们的帝国矿工,"独立,休闲,角色扮演,科幻,太空,街机,氛围,解谜,悬疑",Curtis Holt,Curtis Holt,26,PC,单人,否,39
昨日之日,"角色扮演,独立,像素图形,抢先体验,动漫,剧情丰富,选择取向,单人,二维,日系角色扮演,军事,战争,现代,团队角色扮演,视觉小说,剧情,反乌托邦,情感,架空,政治性",BURA,BURA,48,PC,单人,否,39
克拉文庄园,"恐怖,冒险,独立,动作,解谜,免费,第一人称视角,短片",Demon Wagon Studios,Demon Wagon Studios,免费游玩,PC,单人,否,39
喜欢与喜欢的三角恋,"色情内容,裸露,视觉小说,模拟,动漫,冒险,休闲,恋爱模拟",ASa Project,NekoNyan Ltd.,90,PC,单人,否,39
TARTARUS,"冒险,独立,动作,解谜,科幻,氛围,第一人称视角,太空,单人,生存,困难,惊悚,暴力,打字,剧情丰富,复古,探索,好评原声音轨,恐怖,黑客",Abyss Gameworks,Abyss Gameworks,70,PC,单人,是,39
Sweetest Monster,"视觉小说,色情内容,独立,裸露,冒险,动漫,休闲,心理恐怖,恐怖",ebi-hime,ebi-hime,25,PC,单人,是,39
Torn,"冒险,虚拟现实,第一人称视角,解谜",Aspyr,Aspyr,90,PC,单人,否,39
爆破专家,"动作,独立,多人,体素",Eyebrow Interactive,Eyebrow Interactive,36,PC,多人,否,39
Empire Deluxe Combined Edition,"独立,策略,经典,4X,怀旧",Killer Bee Software,Killer Bee Software,70,PC,单人,否,39
Kart Racing Pro,"竞速,模拟,体育,汽车模拟,虚拟现实",PiBoSo,PiBoSo,116,PC,单人,否,39
秘密组织5：隐秘王国,"休闲,冒险,隐藏物体,指向 &amp; 点击,女性主角,奇幻,解谜,恐怖,龙,单人,氛围,阖家,悬疑,二维,剧情丰富,好评原声音轨,独立",Sunward Games,Artifex Mundi,36,PC,单人,是,39
Bartender VR Simulator,"模拟,虚拟现实",VR Factory,VR Factory,68,PC,单人,否,39
猎人的喜悦,"休闲,动作,策略,本地多人,喜剧,建造,多人",Shrimpcave Industries,Shrimpcave Industries,32,PC,本地多人,是,39
涂鸦空间,"角色扮演,独立,策略,回合制,单人,奇幻,黑暗奇幻,回合制战术,战术角色扮演,战术,策略角色扮演,僵尸,剧情丰富,回合制战斗,回合战略,好评原声音轨,永久死亡,重玩价值,困难,电脑角色扮演",Leslaw Sliwko,Age of Fear,70,PC,单人,否,39
VR Flush,"免费,冒险,独立,角色扮演,虚拟现实,太空,短片,科幻,物理,单人,欢乐,喜剧,剧情丰富,氛围,第一人称视角,机器人",Brudingo Team,Brudingo Team,免费,PC,单人,否,39
海扁王2,"动作,超級英雄,清版动作,喜剧,大师级,第三人称视角,格斗",Freedom Factory,United Independent Entertainment GmbH,68,PC,单人,否,39
InfiniTrap Classic,"独立,休闲,冒险,动作,免费",Shadebob Games,Shadebob Games,免费游玩,PC,单人,否,39
逃离房间2,"独立,休闲,冒险,解谜,合作,恐怖",OnSkull Games,OnSkull Games,26,PC,合作,是,39
Somnium Space,"独立,免费,大型多人在线,虚拟现实,抢先体验",Somnium Space Ltd.,Somnium Space Ltd.,免费开玩,PC,大型多人在线,否,39
